winner,loser,winner_score,loser_score,date,duration,clan_battle
1594,1512,23,-44,2020-02-15,04:48:00,
1797,1691,17,-44,2020-10-31,00:42:00,115
1378,818,39,-37,2019-10-14,04:15:00,
1646,1076,41,-45,2021-01-14,04:52:00,
1023,1430,43,-22,2021-03-21,03:52:00,
730,494,24,-12,2019-08-18,04:46:00,
363,1353,29,-20,2018-05-13,04:53:00,178
1058,761,16,-9,2020-03-14,02:30:00,
1534,1364,25,-38,2020-08-22,05:06:00,
407,1041,34,-38,2021-02-10,04:05:00,
109,1127,22,-33,2020-02-03,00:49:00,
1032,1816,14,-14,2021-10-01,03:40:00,
889,1729,29,-39,2018-05-08,01:57:00,
932,1487,17,-15,2018-08-31,00:51:00,
753,1201,28,-21,2018-01-06,07:13:00,85
211,326,33,-39,2018-12-30,07:01:00,
878,1017,25,-11,2020-09-27,06:51:00,
1542,1268,22,-38,2019-08-08,03:21:00,
335,1955,14,-33,2020-09-01,07:05:00,
740,203,27,-23,2018-01-07,07:30:00,
1728,1087,45,-42,2020-12-12,06:59:00,
1273,1167,19,-6,2020-08-03,00:57:00,
1718,1035,11,-38,2020-06-24,04:02:00,
1098,1036,26,-22,2018-09-19,01:29:00,182
1352,2003,23,-33,2019-02-21,06:29:00,
494,993,24,-8,2018-01-24,03:55:00,
306,1081,20,-36,2019-03-08,00:48:00,
886,976,25,-33,2018-12-13,04:23:00,
1259,1247,40,-18,2018-09-07,05:15:00,
1476,369,38,-11,2021-08-19,02:18:00,
865,554,29,-10,2021-01-01,07:33:00,
429,964,38,-14,2018-05-02,00:52:00,
471,283,10,-25,2018-07-17,05:21:00,58
546,1754,26,-14,2021-09-20,04:34:00,163
533,519,41,-26,2018-01-25,03:06:00,
1026,1215,34,-37,2018-04-15,01:54:00,142
842,1982,37,-23,2018-11-06,07:34:00,
1835,987,37,-7,2020-07-12,06:28:00,52
851,256,40,-27,2021-01-14,04:17:00,
1726,902,32,-17,2018-12-16,06:09:00,65
1984,1281,30,-33,2020-08-22,06:45:00,89
1828,1713,20,-36,2019-11-26,05:43:00,196
1116,561,35,-7,2018-12-05,00:49:00,
835,338,19,-6,2021-05-03,01:02:00,
1767,725,45,-8,2020-05-28,04:01:00,
1177,1055,30,-25,2018-06-14,02:39:00,
983,1242,43,-42,2020-06-20,04:44:00,
569,1286,10,-6,2020-07-06,02:57:00,
1010,1921,27,-40,2019-12-16,02:06:00,
1802,1427,16,-30,2019-04-16,07:13:00,
332,916,24,-11,2020-03-24,03:44:00,
1937,703,17,-37,2018-04-07,07:19:00,
119,1074,21,-10,2019-04-30,07:10:00,169
1344,1985,45,-14,2019-05-09,00:31:00,
2010,1990,17,-9,2021-04-04,06:43:00,
308,841,13,-14,2019-11-27,02:08:00,
524,695,23,-20,2021-08-06,06:13:00,13
747,310,41,-41,2019-05-13,04:38:00,52
1682,1792,11,-13,2018-10-24,03:57:00,56
994,1376,13,-38,2020-01-04,04:59:00,
405,1644,28,-30,2020-11-24,01:31:00,68
1536,1165,32,-37,2019-08-20,01:33:00,
1274,1744,27,-45,2018-07-01,05:58:00,
929,499,18,-17,2021-03-22,01:54:00,
256,479,21,-34,2020-03-13,07:07:00,
804,385,38,-20,2020-08-29,03:03:00,
1767,1916,23,-18,2018-01-06,03:04:00,134
1765,1253,41,-35,2019-12-01,05:55:00,
1818,1160,14,-21,2018-08-08,00:03:00,
1216,1022,17,-20,2019-05-28,00:00:00,
1658,1716,20,-42,2021-07-03,04:14:00,
1831,490,29,-12,2020-02-01,04:53:00,15
244,1191,23,-32,2020-07-31,03:28:00,
1519,595,21,-28,2018-01-01,07:10:00,
1213,1236,45,-13,2018-10-22,07:53:00,
1106,1041,33,-30,2020-09-03,06:25:00,
1030,1540,30,-24,2018-12-09,01:13:00,52
840,1247,11,-8,2020-08-30,06:20:00,
1703,1409,38,-44,2021-05-05,04:36:00,
107,1966,34,-35,2021-07-03,03:40:00,
961,942,19,-21,2019-08-24,00:03:00,
582,277,44,-38,2018-11-01,00:57:00,
625,568,12,-39,2020-10-21,06:45:00,
1290,1324,32,-37,2019-04-11,03:23:00,
1564,537,36,-29,2021-02-26,04:08:00,
1770,1506,39,-29,2020-02-11,06:18:00,156
1630,1775,44,-33,2019-09-30,05:35:00,
1183,1199,28,-17,2020-04-06,00:51:00,
296,1936,11,-23,2018-07-26,05:30:00,
1716,300,14,-24,2021-06-23,04:31:00,
667,1499,36,-22,2018-09-06,05:28:00,
1462,1973,12,-14,2021-02-24,05:39:00,
1718,1869,23,-17,2018-09-28,00:12:00,
620,2007,14,-7,2018-08-19,07:40:00,
1789,1072,36,-25,2020-01-07,00:39:00,
1308,1302,16,-32,2021-05-10,00:19:00,
372,1386,21,-11,2021-01-27,02:46:00,
1560,1178,29,-25,2021-02-14,07:49:00,
1203,178,24,-35,2021-10-29,07:45:00,
1374,1914,39,-19,2021-04-05,07:07:00,
1399,1988,40,-17,2018-01-18,05:10:00,
711,1763,15,-40,2020-01-24,07:28:00,174
1968,127,36,-35,2020-11-11,07:02:00,
1116,284,35,-9,2020-07-08,03:21:00,
691,1835,35,-41,2020-11-18,04:36:00,116
413,1716,20,-20,2019-06-07,04:32:00,
740,1891,14,-31,2020-08-30,05:21:00,36
320,418,37,-16,2020-07-17,05:48:00,
519,1356,32,-27,2019-05-22,06:21:00,47
504,429,22,-12,2020-11-11,01:16:00,
320,955,29,-18,2018-03-05,05:37:00,121
670,192,25,-45,2021-05-31,06:38:00,
1626,237,45,-24,2020-09-03,05:28:00,43
999,1710,22,-9,2020-10-06,07:43:00,
1423,1388,33,-37,2019-06-04,06:04:00,
968,1346,25,-30,2019-03-21,05:13:00,
467,1012,17,-26,2021-01-10,01:52:00,
1964,1974,28,-20,2019-03-02,02:53:00,
346,1518,41,-34,2019-07-17,02:49:00,
1167,481,45,-26,2021-10-26,04:37:00,93
665,810,27,-19,2021-10-26,01:42:00,139
806,460,24,-41,2020-01-31,01:41:00,
1036,292,10,-16,2021-01-15,07:19:00,
755,985,42,-19,2021-06-28,01:39:00,
1900,1390,35,-24,2020-10-13,07:47:00,
1815,1536,24,-27,2018-06-30,04:28:00,
1243,239,25,-16,2018-10-11,04:22:00,
336,1248,18,-7,2020-09-18,01:51:00,
1272,876,17,-34,2020-05-01,06:59:00,
1868,1466,36,-14,2019-11-12,05:39:00,
932,954,41,-36,2019-07-13,06:57:00,114
878,803,43,-41,2021-04-02,03:38:00,
1790,701,24,-39,2018-04-12,04:15:00,
1009,1474,44,-39,2019-05-30,03:26:00,
208,1890,25,-34,2019-02-11,00:11:00,
1153,1670,42,-24,2018-12-01,01:17:00,
894,1664,35,-17,2018-09-26,06:45:00,
1218,1806,40,-16,2018-12-19,06:39:00,
441,943,12,-45,2020-03-26,05:08:00,
271,1425,23,-39,2019-01-20,07:18:00,
1475,444,21,-30,2020-02-21,01:30:00,
725,1198,44,-28,2018-07-29,02:23:00,
1293,1591,39,-41,2020-12-24,01:48:00,
1599,322,38,-39,2020-02-08,06:54:00,
1517,485,21,-42,2020-12-30,03:26:00,144
1265,393,20,-41,2019-10-16,07:57:00,
1921,126,38,-26,2018-06-08,06:19:00,
1431,1493,34,-42,2021-03-20,06:49:00,151
208,1031,10,-31,2019-07-25,00:39:00,
460,1525,34,-27,2019-10-01,06:01:00,
862,326,18,-44,2018-06-01,06:37:00,109
1118,734,18,-42,2018-11-13,07:35:00,
1856,656,10,-6,2021-04-23,07:41:00,
1896,233,23,-35,2018-02-27,03:16:00,
802,220,29,-43,2018-10-29,04:02:00,
1031,765,11,-5,2020-12-21,01:56:00,
1741,1927,20,-27,2018-11-16,01:48:00,
117,1614,14,-13,2020-03-12,00:32:00,
1312,823,24,-17,2021-01-15,07:35:00,
860,1639,28,-31,2018-10-18,03:32:00,
1916,199,12,-22,2020-05-14,06:25:00,
967,153,13,-28,2018-02-09,03:49:00,46
1706,1020,21,-12,2021-01-20,02:23:00,76
719,386,21,-21,2018-07-30,02:48:00,
143,544,38,-17,2021-08-04,06:10:00,
459,1064,28,-15,2019-05-01,06:47:00,
1752,506,20,-35,2020-09-26,05:39:00,
767,603,32,-5,2018-10-21,06:01:00,
915,923,12,-27,2020-10-12,07:26:00,
928,857,13,-41,2019-09-06,06:40:00,
1137,832,17,-43,2020-03-18,03:12:00,
1130,1989,33,-8,2018-04-08,02:05:00,
110,1045,34,-13,2020-05-30,06:18:00,22
211,1574,40,-37,2021-01-17,06:43:00,
1552,1666,42,-20,2018-12-31,06:11:00,
904,1028,24,-19,2021-11-01,03:23:00,
1706,1864,44,-45,2020-08-21,04:47:00,
1617,466,20,-38,2019-01-28,05:46:00,
1889,150,44,-39,2021-03-20,04:16:00,
747,2009,17,-23,2020-08-25,05:32:00,
1939,333,23,-42,2019-05-11,07:07:00,
1175,369,44,-37,2019-01-23,06:53:00,
160,321,12,-22,2021-08-10,07:24:00,
239,1563,39,-7,2020-06-30,01:03:00,182
1382,1464,11,-39,2018-09-11,04:51:00,
186,944,16,-30,2018-10-18,01:40:00,
1063,121,40,-34,2021-06-18,06:11:00,
1212,1995,19,-12,2019-07-07,00:44:00,
1546,360,38,-9,2019-03-31,00:53:00,
547,414,31,-39,2021-11-07,05:36:00,130
643,586,21,-34,2018-04-04,04:14:00,
1353,1290,17,-26,2018-10-17,07:14:00,197
676,453,18,-38,2018-08-26,05:49:00,
1511,485,41,-31,2020-07-04,03:25:00,
1643,1668,22,-44,2021-04-17,07:40:00,
928,418,12,-25,2019-10-02,03:05:00,
1015,1157,32,-21,2019-02-20,00:14:00,
1022,1226,22,-13,2018-01-30,07:39:00,
475,876,10,-43,2021-04-03,05:03:00,
1094,1428,25,-19,2020-01-01,02:47:00,
680,1606,25,-43,2019-11-01,03:56:00,
1792,689,11,-8,2019-07-14,06:59:00,
715,1063,15,-34,2020-09-22,07:40:00,93
1731,192,45,-16,2018-02-13,06:05:00,
425,1798,42,-42,2018-12-04,07:30:00,
1616,164,25,-5,2020-09-23,05:16:00,
1889,483,20,-17,2020-11-11,06:47:00,
1638,1900,19,-6,2019-08-25,05:44:00,
490,1832,37,-9,2018-12-12,06:25:00,
919,1550,45,-43,2019-09-16,07:08:00,
384,1292,44,-40,2019-07-02,01:44:00,1
1011,1486,39,-40,2018-06-03,06:18:00,
1539,1177,12,-11,2020-10-05,01:43:00,
503,1238,40,-31,2020-06-24,03:53:00,147
318,443,37,-26,2018-01-08,04:47:00,
660,955,38,-19,2019-01-14,02:19:00,
144,2000,15,-7,2021-06-14,07:43:00,
1573,1788,22,-36,2018-02-08,02:31:00,
694,1770,21,-19,2019-07-13,03:57:00,
994,1030,43,-20,2018-08-11,07:30:00,
1727,1119,43,-24,2018-01-16,06:46:00,157
231,1506,39,-19,2021-02-23,00:53:00,
1097,1801,23,-28,2021-07-19,01:07:00,
284,1613,20,-23,2018-08-02,05:34:00,
1541,1735,43,-14,2019-04-04,04:45:00,
354,908,12,-38,2018-03-13,07:10:00,
1137,774,39,-16,2020-07-16,04:16:00,
1562,1817,19,-39,2018-02-05,00:46:00,
416,1742,18,-42,2020-10-01,01:23:00,
156,423,35,-11,2019-02-08,00:29:00,
1854,748,41,-8,2019-07-27,00:25:00,67
705,295,34,-21,2020-07-16,07:41:00,
486,1444,32,-25,2019-03-16,00:44:00,
1915,246,35,-38,2018-01-02,07:38:00,
509,165,29,-31,2021-10-07,03:20:00,
1561,1372,21,-27,2021-01-15,01:45:00,181
126,1516,19,-39,2020-11-12,07:58:00,
1268,1364,40,-22,2019-07-05,06:32:00,
406,327,14,-13,2018-09-18,07:05:00,
181,1772,12,-8,2020-03-04,00:26:00,
898,636,22,-18,2019-03-02,07:58:00,
439,1344,32,-22,2020-04-28,06:14:00,
417,1441,42,-31,2021-07-01,01:14:00,179
1662,1440,23,-16,2018-11-24,02:15:00,
133,1604,10,-25,2020-04-04,06:30:00,
535,1552,24,-11,2021-03-10,04:16:00,
1716,1192,38,-38,2021-06-25,00:45:00,
1207,1738,43,-43,2019-07-23,05:58:00,
1132,1249,28,-40,2020-06-09,07:04:00,
1512,439,22,-22,2019-10-20,07:12:00,
514,1452,38,-29,2018-08-05,01:08:00,
1089,1919,26,-45,2020-04-14,02:54:00,
265,1782,13,-5,2018-05-03,06:49:00,37
396,1149,13,-32,2020-10-22,02:34:00,
567,441,11,-43,2020-11-15,02:53:00,
142,1603,30,-7,2020-08-21,01:42:00,
1015,232,14,-21,2019-09-29,06:14:00,41
513,445,19,-35,2018-07-09,01:07:00,
866,205,42,-35,2020-11-25,01:20:00,
1550,790,17,-45,2020-02-16,02:47:00,
502,486,38,-15,2019-10-30,02:13:00,
944,1982,13,-14,2018-09-03,02:28:00,
1686,1524,27,-21,2019-01-30,03:58:00,
1677,1898,32,-37,2019-01-01,04:32:00,
529,1918,26,-41,2019-11-05,02:28:00,
798,1243,44,-18,2019-07-03,05:12:00,
483,1402,12,-28,2018-07-30,04:40:00,
1330,1870,39,-13,2018-10-11,06:58:00,26
695,492,19,-42,2020-12-19,00:38:00,
1935,543,24,-32,2019-01-06,00:52:00,
779,1489,34,-43,2018-04-21,04:00:00,
1252,1366,43,-7,2020-07-27,01:20:00,
1772,1921,35,-26,2020-06-25,02:10:00,
1612,530,10,-40,2019-05-19,00:50:00,122
878,944,23,-8,2019-12-21,00:50:00,127
983,334,12,-11,2021-09-23,02:56:00,179
1466,980,11,-32,2019-12-26,05:15:00,
1201,1353,33,-17,2019-08-18,07:06:00,
556,1523,41,-15,2021-04-23,05:01:00,
1625,1689,12,-17,2019-09-30,07:53:00,
1496,957,19,-20,2018-10-30,05:50:00,20
1497,1112,19,-29,2020-01-03,01:06:00,
294,1701,39,-42,2021-04-10,01:48:00,
1967,819,36,-27,2020-05-21,05:22:00,
1750,1599,15,-20,2020-08-28,02:15:00,
422,1838,43,-45,2019-08-04,06:15:00,23
193,423,12,-22,2018-09-14,03:25:00,
573,927,38,-18,2018-06-29,06:13:00,102
1056,428,39,-33,2021-01-07,07:10:00,
1531,1162,34,-35,2021-10-26,05:37:00,
2011,893,11,-39,2020-06-07,05:07:00,172
1413,1788,17,-5,2021-03-26,03:27:00,
1655,529,27,-34,2018-03-14,00:48:00,
961,1646,37,-38,2021-07-22,01:49:00,81
986,1678,16,-17,2020-11-06,07:42:00,
331,121,20,-27,2019-04-08,06:23:00,163
549,194,29,-39,2020-02-05,00:42:00,
1830,151,39,-36,2021-03-15,07:22:00,62
240,1609,22,-28,2019-07-21,05:08:00,136
1775,1852,16,-23,2020-02-27,01:32:00,
1154,1299,15,-24,2018-03-13,00:47:00,
157,818,11,-5,2018-07-31,03:46:00,
974,528,16,-22,2020-07-29,04:41:00,
618,364,39,-19,2019-06-08,06:11:00,
837,113,42,-35,2019-03-11,00:48:00,
1632,770,17,-39,2019-03-20,02:48:00,
924,114,33,-34,2020-06-28,06:56:00,
668,562,32,-43,2021-07-15,02:56:00,115
422,1789,23,-11,2020-04-11,04:02:00,
691,1855,12,-15,2020-05-05,07:11:00,144
268,1126,34,-41,2020-10-06,05:36:00,
726,102,24,-31,2019-09-10,04:24:00,86
1271,941,44,-5,2021-01-23,02:34:00,
331,1120,21,-41,2021-05-14,03:16:00,
1265,1667,15,-39,2020-06-19,00:47:00,
830,746,14,-12,2019-03-20,00:25:00,
1418,1188,29,-9,2020-02-18,02:47:00,
1587,569,29,-28,2021-06-30,03:55:00,
1460,1749,21,-42,2021-01-19,02:51:00,
941,1925,45,-18,2021-03-23,01:10:00,
1318,441,35,-38,2018-07-28,00:08:00,
775,552,14,-42,2020-04-06,04:49:00,
684,559,26,-11,2021-07-06,02:08:00,
956,274,35,-38,2019-12-10,07:04:00,
1334,364,22,-33,2019-07-14,05:46:00,49
1714,1399,12,-21,2018-07-23,03:56:00,
622,150,23,-26,2018-02-27,06:15:00,58
623,1868,29,-23,2018-04-04,07:22:00,
1177,1188,38,-20,2018-06-18,05:06:00,67
482,1703,32,-40,2018-04-01,01:36:00,18
1844,223,29,-35,2019-01-05,00:02:00,
352,1270,38,-40,2020-04-19,00:22:00,197
395,477,30,-37,2018-07-27,01:33:00,
753,1112,12,-40,2019-08-17,06:22:00,
1252,1193,21,-18,2018-10-24,04:49:00,
191,788,45,-23,2019-04-08,00:05:00,
1249,872,17,-6,2020-06-15,02:09:00,
1158,1736,21,-34,2018-06-17,02:37:00,
172,371,41,-9,2019-02-25,05:04:00,
356,1581,45,-25,2021-09-04,02:22:00,
1382,1775,12,-37,2021-02-02,06:44:00,
1066,346,35,-39,2019-11-03,04:45:00,123
1308,1801,15,-35,2020-03-25,05:13:00,145
841,968,28,-13,2019-03-12,00:48:00,
663,1632,43,-44,2021-05-17,05:14:00,
657,853,29,-20,2018-07-18,00:53:00,
279,808,43,-27,2021-06-07,04:38:00,
829,512,36,-30,2021-05-18,00:04:00,
767,784,39,-9,2018-01-05,03:56:00,42
1701,1134,10,-9,2020-01-28,01:22:00,
1069,1883,38,-24,2019-04-06,02:21:00,71
1329,744,31,-44,2021-04-03,00:45:00,
945,1691,16,-9,2019-09-18,03:01:00,156
1366,1764,35,-37,2018-04-30,05:17:00,
1030,883,34,-12,2020-01-28,04:54:00,
113,825,21,-25,2019-05-05,00:35:00,
1053,1450,43,-34,2019-03-03,03:07:00,178
1854,546,21,-13,2018-08-30,00:03:00,
237,226,21,-43,2019-01-21,07:18:00,
1116,139,20,-19,2020-06-09,04:22:00,
811,1757,13,-7,2020-02-06,07:20:00,
1790,297,29,-36,2018-08-18,04:59:00,
421,1427,18,-41,2019-03-01,02:28:00,
1813,348,36,-31,2018-09-20,01:05:00,123
1109,1341,16,-19,2018-12-09,06:52:00,
1921,1866,29,-36,2021-05-26,00:25:00,
1541,1203,21,-20,2021-11-01,06:30:00,
590,1914,31,-23,2021-11-02,05:12:00,
1672,1877,15,-19,2021-01-15,07:29:00,
1899,490,31,-18,2019-05-25,02:52:00,
669,1089,18,-31,2020-04-28,05:14:00,89
1584,472,10,-35,2018-06-27,05:08:00,
566,1114,42,-23,2018-06-04,07:33:00,
1819,1672,24,-6,2021-07-30,01:10:00,110
797,190,21,-8,2019-11-01,03:19:00,56
1700,1982,35,-40,2020-06-05,01:00:00,
1114,1051,21,-35,2019-04-02,07:36:00,169
586,978,18,-17,2020-03-22,04:13:00,
565,1246,43,-16,2021-05-01,06:24:00,80
1876,292,38,-41,2019-03-13,02:04:00,
1652,368,15,-36,2018-12-16,07:59:00,
1571,1259,45,-30,2019-02-22,00:41:00,
116,982,44,-40,2021-04-29,03:52:00,
649,1473,13,-32,2019-10-06,00:22:00,153
171,1118,18,-21,2019-10-08,07:04:00,
188,989,12,-17,2021-06-23,06:23:00,66
551,1919,21,-35,2020-09-10,00:53:00,
753,1617,14,-21,2021-02-10,02:33:00,
176,555,36,-28,2019-12-03,02:26:00,
860,1709,22,-41,2021-08-05,03:46:00,
564,1319,25,-42,2021-07-03,02:15:00,
298,1041,41,-34,2020-02-03,01:38:00,
1155,1799,22,-29,2019-11-07,02:54:00,
545,1809,35,-39,2019-10-31,04:52:00,
215,853,45,-29,2020-02-10,03:58:00,
1596,1948,22,-28,2019-02-19,01:31:00,
136,1997,18,-30,2021-05-08,06:40:00,
1570,1665,27,-37,2018-08-16,01:46:00,94
388,1379,16,-33,2020-07-15,07:21:00,
297,1769,35,-24,2019-09-30,02:24:00,99
989,1235,39,-45,2020-11-28,05:58:00,
1482,1169,10,-25,2021-04-21,06:57:00,
1388,1460,11,-16,2020-12-23,02:08:00,
398,1031,19,-22,2018-03-15,01:32:00,
1705,773,18,-32,2019-08-18,05:14:00,
1348,1885,27,-28,2018-05-24,07:46:00,
1238,1649,33,-15,2018-09-17,02:29:00,
642,274,27,-30,2019-11-08,07:53:00,
1952,1322,45,-28,2019-10-02,02:13:00,
417,1863,41,-15,2021-01-21,07:03:00,
1798,797,13,-43,2021-03-19,01:08:00,
587,431,27,-13,2020-10-17,04:38:00,
844,1424,39,-29,2019-07-10,07:46:00,11
504,708,43,-8,2019-10-24,06:49:00,
1802,783,35,-8,2018-09-22,04:47:00,
796,959,44,-17,2020-08-16,04:44:00,167
1417,1720,39,-12,2021-08-03,01:10:00,
553,1561,12,-10,2018-08-01,02:59:00,
438,1445,23,-36,2021-05-07,01:09:00,170
1401,776,21,-12,2018-12-18,02:03:00,
361,1190,21,-40,2020-09-21,05:59:00,
1972,243,17,-27,2018-05-09,06:53:00,
386,549,43,-30,2021-03-12,02:44:00,
849,713,35,-6,2018-05-25,05:54:00,
203,1893,32,-5,2020-05-11,04:26:00,
1462,461,10,-22,2020-07-21,01:25:00,
1166,1490,32,-25,2020-08-26,07:39:00,
924,844,27,-33,2018-07-18,05:21:00,
1380,1127,37,-43,2020-02-01,05:58:00,198
907,887,45,-16,2019-03-16,03:06:00,48
357,125,17,-5,2020-01-19,07:25:00,
1853,693,32,-14,2021-09-14,00:44:00,
1277,817,15,-20,2021-03-19,01:52:00,
1861,1268,10,-9,2019-07-22,04:00:00,39
763,858,29,-22,2019-09-12,07:55:00,
806,633,43,-35,2020-12-05,05:16:00,155
536,1171,29,-25,2018-09-15,02:38:00,
1656,408,16,-23,2019-08-08,03:47:00,
838,223,34,-5,2020-01-09,01:35:00,
239,1225,23,-27,2019-03-04,06:50:00,
1449,861,45,-13,2019-09-01,01:41:00,84
552,596,25,-38,2019-08-02,01:35:00,
1153,1976,36,-22,2019-03-24,01:06:00,
1417,1960,21,-30,2020-03-22,04:29:00,
802,495,18,-17,2018-08-03,02:33:00,
1355,198,16,-10,2018-12-31,02:28:00,
307,1523,17,-37,2018-07-15,01:32:00,
1075,648,12,-36,2019-10-30,06:30:00,
1320,912,32,-5,2019-01-26,00:42:00,123
185,1966,18,-23,2020-10-21,02:09:00,
1170,935,34,-11,2019-10-01,06:01:00,
603,1293,35,-12,2021-02-24,05:27:00,
475,988,45,-19,2021-11-04,00:43:00,
1869,1997,15,-11,2018-07-12,02:48:00,
183,1856,43,-43,2021-08-26,03:56:00,
981,260,23,-16,2019-01-02,03:17:00,
1175,314,10,-33,2021-08-19,00:15:00,
618,1006,27,-35,2021-04-08,06:36:00,
1853,1109,40,-38,2020-12-31,00:16:00,
504,1559,25,-34,2019-11-22,02:16:00,
1285,277,10,-12,2019-04-08,05:51:00,
511,140,32,-5,2018-12-10,06:47:00,
726,1679,37,-22,2020-08-19,02:08:00,141
803,481,11,-40,2018-10-27,07:02:00,66
1689,982,29,-13,2019-08-10,01:41:00,
587,1706,21,-26,2021-09-26,00:51:00,
405,1129,39,-17,2021-03-22,05:24:00,
1848,1568,10,-17,2019-07-30,03:53:00,
139,1321,34,-24,2019-03-27,03:46:00,
338,1910,45,-25,2019-04-29,07:24:00,
410,783,33,-42,2020-02-26,04:37:00,
772,1575,19,-15,2018-06-03,04:11:00,
783,1640,37,-24,2018-10-21,00:33:00,
1223,1437,32,-6,2020-09-25,01:43:00,
1478,179,38,-43,2018-10-17,03:32:00,
925,1891,15,-19,2020-05-18,05:20:00,
269,1821,29,-14,2019-07-24,04:37:00,
564,508,42,-40,2020-12-04,00:24:00,
209,1302,39,-12,2018-10-29,06:29:00,
325,1880,41,-9,2018-03-07,07:00:00,
1868,1864,27,-21,2020-09-13,02:41:00,
1225,1078,35,-41,2019-05-26,05:30:00,
783,1156,20,-5,2020-06-09,01:04:00,
749,806,25,-25,2018-09-19,02:06:00,
869,264,19,-20,2020-07-28,05:22:00,
506,1703,38,-22,2020-05-16,00:44:00,
1639,1584,17,-26,2021-06-29,06:46:00,
1465,1246,45,-40,2018-12-29,00:57:00,
730,1307,23,-41,2021-08-02,01:42:00,
589,769,22,-10,2019-01-09,06:16:00,117
1788,1225,16,-23,2020-02-26,00:08:00,
992,245,20,-44,2020-01-19,03:22:00,
1630,1300,44,-31,2020-02-22,03:37:00,
690,109,31,-30,2019-10-05,04:22:00,
1996,1082,18,-11,2020-08-05,07:30:00,
580,1541,41,-21,2019-06-05,05:23:00,
1007,179,39,-20,2020-12-29,07:56:00,
1508,962,40,-29,2021-02-14,07:56:00,
959,1748,44,-15,2018-05-28,05:31:00,
1209,1233,13,-34,2020-03-14,04:52:00,
1328,223,24,-40,2021-09-25,03:40:00,
1198,1863,19,-11,2018-06-22,02:08:00,
1917,1241,13,-10,2020-08-01,06:47:00,
1762,136,15,-44,2020-09-19,03:19:00,
1669,432,35,-10,2018-11-04,03:35:00,
1623,1147,12,-42,2018-03-25,07:50:00,
297,1684,29,-15,2019-06-11,06:53:00,
1522,1753,19,-33,2020-05-08,05:40:00,187
863,1119,20,-22,2020-05-02,03:22:00,
1471,1445,12,-19,2020-09-16,03:27:00,
579,923,15,-45,2019-10-19,00:07:00,76
1106,516,29,-29,2021-06-27,01:04:00,
1545,1168,23,-12,2019-12-15,04:16:00,
1228,726,41,-38,2021-11-09,03:45:00,
505,1933,29,-23,2018-12-27,06:59:00,
543,718,12,-44,2021-02-20,01:50:00,
479,1731,45,-20,2021-02-27,04:56:00,
314,132,20,-27,2020-10-24,03:46:00,
1358,1214,29,-21,2018-05-10,01:15:00,
1131,1214,26,-15,2019-02-03,00:01:00,
1914,691,29,-23,2018-10-26,02:20:00,
1894,894,35,-14,2020-05-27,07:37:00,
1732,1229,37,-36,2021-10-15,03:37:00,
1874,780,31,-11,2019-07-24,05:09:00,
1527,1385,14,-29,2020-04-26,02:33:00,
1839,468,43,-8,2018-05-14,06:46:00,
1717,1983,13,-43,2019-01-05,04:10:00,
243,929,42,-39,2019-03-11,07:35:00,
386,1088,38,-23,2019-01-04,00:34:00,
851,585,10,-34,2018-10-13,02:38:00,
831,1568,28,-13,2018-02-26,05:53:00,
1837,711,12,-41,2021-05-23,04:05:00,
378,1669,21,-20,2019-08-09,03:20:00,
785,887,39,-12,2018-12-22,02:05:00,
1599,1347,17,-27,2020-08-04,01:15:00,
451,1463,16,-13,2018-05-26,04:37:00,61
526,348,18,-31,2018-01-31,04:35:00,
543,1316,36,-41,2018-10-13,05:46:00,
834,1159,20,-27,2019-12-12,07:55:00,
1299,787,20,-45,2018-06-03,04:17:00,
1210,820,10,-33,2020-08-05,03:21:00,
1495,1186,21,-39,2021-04-24,00:09:00,
1030,1064,13,-20,2018-09-11,06:20:00,
1350,197,40,-36,2020-12-10,04:59:00,
1882,1180,45,-29,2018-12-04,02:17:00,
499,704,40,-44,2021-06-25,03:08:00,
1791,456,16,-14,2020-11-01,04:02:00,
1692,415,13,-17,2019-06-12,06:57:00,
1114,1435,12,-8,2018-01-15,01:03:00,
1992,477,27,-8,2021-05-14,04:09:00,
1366,1037,43,-11,2021-04-16,07:50:00,
539,1619,17,-14,2018-01-17,07:48:00,
852,1389,38,-38,2018-09-04,06:29:00,79
942,1807,27,-44,2021-01-16,05:12:00,
1351,1896,37,-21,2020-10-11,04:23:00,107
160,1038,12,-31,2019-07-16,00:09:00,
1555,1581,37,-42,2019-08-29,04:49:00,
1702,1532,20,-8,2021-07-31,05:36:00,
547,953,33,-5,2018-10-11,06:24:00,
1780,1666,21,-10,2019-04-16,06:02:00,
1077,1082,17,-33,2020-08-08,02:56:00,198
1242,976,42,-6,2019-07-23,00:16:00,161
910,626,28,-37,2021-05-28,05:19:00,
417,955,43,-6,2018-10-02,03:48:00,
949,840,33,-43,2021-08-07,00:46:00,
294,319,15,-40,2021-03-26,05:43:00,
1782,1517,20,-19,2018-11-14,01:16:00,
315,562,12,-29,2018-03-08,03:20:00,
681,343,16,-36,2019-05-27,03:47:00,
623,1551,43,-6,2018-02-03,03:33:00,
814,440,45,-32,2019-10-24,03:13:00,
1175,708,13,-10,2019-12-19,01:14:00,
1299,390,41,-12,2020-10-25,05:43:00,
1110,494,34,-36,2018-03-07,00:01:00,
1424,1658,45,-24,2019-01-07,05:00:00,
1639,1513,10,-24,2021-09-17,06:09:00,
