player,clan,role,date
#PY2V22VP8,#PPCLCJG9,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-24
#PG0PLRC,#PPCLCJG9,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-16
#8QVUVRVRG,#PPCLCJG9,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-10
#VVQ9GU,#PPCLCJG9,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-30
#2J2LVPY9L,#PPCLCJG9,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-09-30
#QVQPJCQR,#PPCLCJG9,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-05
#JQGP99VG,#PPCLCJG9,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-11-04
#8V0222YG,#PPCLCJG9,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-06
#8QCRLCLG,#PPCLCJG9,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-11-08
#99GJ9LC0P,#PPCLCJG9,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-14
#PCC2V0CV2,#PPCLCJG9,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-09
#9P2LCUPU,#PPCLCJG9,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-09-05
#QYJQQV2V,#PPCLCJG9,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-10-31
#28JUC20P,#PPCLCJG9,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-13
#PYVLQYR8V,#PPCLCJG9,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-04
#8RVQVVV2,#PPCLCJG9,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-08-04
#P8C8JRV,#PPCLCJG9,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-07
#V2PYVG8R,#PPCLCJG9,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-02
#9L2GV8VUC,#PPCLCJG9,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-10-15
#2JRYRPL8,#PPCLCJG9,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-09-03
#2J08RPLQ8,#PPCLCJG9,leader: They have the same privileges as Co-leaders however the Leader is the only player in the Clan who can kick and demote everyone. Transferring leadership of a clan will demote the transferring player's role to Co-Leader and their desired player will take the Leader role.,2021-09-21
#9JCVVGU9P,#PPCLCJG9,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-10-06
#2929RVQQY,#PPCLCJG9,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-10-26
#2UGR22RCP,#PPCLCJG9,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-08-12
#LQJUP2VUG,#PPCLCJG9,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-10-07
#LQ2LRL29,#L0QPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-12
#8Y9VPLLYC,#L0QPV,leader: They have the same privileges as Co-leaders however the Leader is the only player in the Clan who can kick and demote everyone. Transferring leadership of a clan will demote the transferring player's role to Co-Leader and their desired player will take the Leader role.,2021-10-02
#2GL2RUJL,#L0QPV,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-15
#9CUUU99,#L0QPV,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-20
#JLCJCUPJ,#L0QPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-06
#VPC9RRQ,#L0QPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-13
#8ULGU0QG9,#L0QPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-22
#PYR9GLQU0,#L0QPV,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-17
#JUVVY0LU,#L0QPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-01
#YG2UVPPRQ,#L0QPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-27
#P2CYLRU9,#L0QPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-16
#2JCGGRPC,#L0QPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-10
#8GG92RQUG,#L0QPV,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-04
#2G8Q8RCQ8,#L0QPV,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-10
#2V2PUPJ0,#L0QPV,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-11-07
#8Y82QU8JU,#L0QPV,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-28
#29UJ9Q99,#L0QPV,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-21
#9LUQPG2Y,#L0QPV,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-06
#209GRYYL0,#L0QPV,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-12
#GGLRL0,#L0QPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-04
#CJCR98C,#L0QPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-26
#LCJ92UQJ,#L0QPV,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-04
#8YRJ0928,#L0QPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-09
#2J00PG8U2,#L0QPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-24
#828L9RJG,#L0QPV,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-20
#QGLQC2YYG,#L0QPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-04
#C82Q9U,#L0QPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-27
#CYYVYRY,#L0QPV,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-04
#82G9G90Y9,#L0QPV,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-11-09
#PU2YY8,#L0QPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-28
#90VRUJLY,#L0QPV,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-07
#2PCYY2QCP,#L0QPV,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-14
#PP2GQ88U,#L0QPV,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-10
#P0JRRJLYV,#L0QPV,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-10-14
#2PJQ0U9U,#L0QPV,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-09-19
#888ULGY,#L0QPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-22
#2L0CR9C0,#L0QPV,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-09-29
#2CR88V0,#L0QPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-03
#892P2JPGY,#L0QPV,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-08-20
#9VQQ99Y8,#L0QPV,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-11
#8R2U80VY,#L0QPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-15
#89UP8GG8L,#L0QPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-04
#QYVJGPJY,#L0QPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-22
#GQVLJ2U9,#L0QPV,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-09-30
#CC2C8PQ,#L0QPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-13
#J98092U9,#L0QPV,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-15
#29VQ2G8G,#L0QPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-14
#90LUGG9GJ,#L0QPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-11-06
#9JPQJPU9J,#9QY9JG09,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-08
#L8U8RC8G,#9QY9JG09,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-15
#2L9VVLUR,#9QY9JG09,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-29
#8YRYV80,#9QY9JG09,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-07
#GG8UC0CP,#9QY9JG09,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-09-05
#9YGJG8LP,#9QY9JG09,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-11-11
#9UVJP08QR,#9QY9JG09,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-28
#9Q8QUCUC,#9QY9JG09,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-09-16
#CY82QGYV,#9QY9JG09,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-23
#2P0PQCVPC,#9QY9JG09,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-10
#2RCPG208L,#9QY9JG09,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-20
#80V0290C8,#9QY9JG09,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-22
#Y0C2RQ0U,#9QY9JG09,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-09-06
#GUJ2PLG89,#9QY9JG09,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-13
#R99YPV2Y,#9QY9JG09,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-10-11
#UY900V,#9QY9JG09,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-21
#889982CQY,#9QY9JG09,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-22
#P98828PU,#9QY9JG09,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-06
#VR29JCCG,#9QY9JG09,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-16
#PLLC2VG,#9QY9JG09,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-28
#29VGUQL00,#9QY9JG09,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-16
#2C2C2PGQ,#9QY9JG09,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-11-06
#9C2YV2RQ,#9QY9JG09,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-10
#8QYYRUUC9,#9QY9JG09,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-30
#GVPVJQR,#9QY9JG09,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-03
#8VYJP8Q0,#9QY9JG09,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-31
#2RUJ929U0,#9QY9JG09,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-11-03
#YC9GR0RGQ,#9QY9JG09,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-08
#RPJG28Q,#9QY9JG09,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-20
#8P28UP0J8,#9QY9JG09,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-01
#LP8YG2RP,#9QY9JG09,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-27
#PRCV0JUU,#9QY9JG09,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-09-02
#2RPQJYQ9,#9QY9JG09,leader: They have the same privileges as Co-leaders however the Leader is the only player in the Clan who can kick and demote everyone. Transferring leadership of a clan will demote the transferring player's role to Co-Leader and their desired player will take the Leader role.,2021-10-13
#9V0PQY2YG,#9QY9JG09,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-02
#PPRPJCYV,#9QY9JG09,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-13
#2L88CU2V,#9QY9JG09,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-11-08
#20J8VCV2Q,#9QY9JG09,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-25
#UY99QLQU,#9QY9JG09,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-09-19
#8RRJCVQR,#9QY9JG09,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-23
#8Q80QY,#9QY9JG09,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-31
#8UQVQ02G,#9QY9JG09,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-09-27
#2Y0VLG8RY,#9QY9JG09,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-27
#2V9LQ2YUG,#9QY9JG09,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-08-15
#PGY2YV2G,#9QY9JG09,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-11
#8P9JYRLL,#9QY9JG09,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-26
#89V2YVQQ9,#9QY9JG09,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-14
#VC2L0QPU,#9QY9JG09,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-11
#LVC20V9L,#9CCJ2R02,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-08-09
#8UYPP8CL9,#9CCJ2R02,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-28
#2QCLLQ2G,#9CCJ2R02,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-09-05
#GRY2909Q,#9CCJ2R02,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-09
#Q89VPVUP8,#9CCJ2R02,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-19
#RGJCUQ8R,#9CCJ2R02,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-16
#Q0CVCRQR,#9CCJ2R02,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-09
#28Q0YRYU9,#9CCJ2R02,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-31
#89RPQ9PP9,#9CCJ2R02,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-27
#YYYJQ9JPR,#9CCJ2R02,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-15
#VPP9CQV,#9CCJ2R02,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-10-10
#PCVRVLJCU,#9CCJ2R02,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-17
#CQG8R8UV,#9CCJ2R02,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-25
#8YQ99CQVC,#9CCJ2R02,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-11-07
#PC0YY98G,#9CCJ2R02,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-28
#Y8LRYYQQY,#9CCJ2R02,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-27
#CC2C2VV0,#9CCJ2R02,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-08-23
#9CUYY8,#9CCJ2R02,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-04
#YVJR998QC,#9CCJ2R02,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-09-16
#82YYVJYPG,#9CCJ2R02,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-07
#URL0222L,#9CCJ2R02,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-23
#PJLCL9YUQ,#9CCJ2R02,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-07
#GJJ2Y098J,#9CCJ2R02,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-09-18
#YLRU2LLYP,#9CCJ2R02,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-10
#8R8CY9G0,#9CCJ2R02,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-09-04
#JQ8C0P,#9CCJ2R02,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-09-01
#8PGR0RPCU,#9CCJ2R02,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-16
#2JUP20J9,#9CCJ2R02,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-15
#JVJGJLVC,#9CCJ2R02,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-30
#28QPY8JRY,#9CCJ2R02,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-11-08
#PJ2JVLY29,#9CCJ2R02,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-09-05
#RGVRQU,#9CCJ2R02,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-18
#J9LRGUJ2,#9CCJ2R02,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-06
#YRRLCVR9Y,#9CCJ2R02,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-05
#988RL92U,#9CCJ2R02,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-10
#YL9CCGU2V,#9CCJ2R02,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-09
#Y9Q2LQJ,#9CCJ2R02,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-08
#G9GJYYJPU,#9CCJ2R02,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-18
#L0L9VJLG9,#9CCJ2R02,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-04
#LGC80RQP,#9CCJ2R02,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-17
#LJYU90R9Y,#9CCJ2R02,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-15
#P99PJP8Y2,#9CCJ2R02,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-09-08
#GY2VG2U0,#9CCJ2R02,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-12
#GLLCVJJP,#9CCJ2R02,leader: They have the same privileges as Co-leaders however the Leader is the only player in the Clan who can kick and demote everyone. Transferring leadership of a clan will demote the transferring player's role to Co-Leader and their desired player will take the Leader role.,2021-09-13
#QGCLQLYJV,#9CCJ2R02,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-04
#8L2GRYJ0P,#9CCJ2R02,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-08-28
#22PL82RRU,#VQCQQJP,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-28
#2QCR9L9P2,#VQCQQJP,leader: They have the same privileges as Co-leaders however the Leader is the only player in the Clan who can kick and demote everyone. Transferring leadership of a clan will demote the transferring player's role to Co-Leader and their desired player will take the Leader role.,2021-09-11
#2Y20C8U0C,#VQCQQJP,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-11-02
#8PP0Y8J2,#VQCQQJP,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-09-07
#UUQ9ULJG,#VQCQQJP,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-23
#PLGJ0LLJ,#VQCQQJP,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-26
#YGU8Q29Q,#VQCQQJP,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-23
#P8QP0LUPV,#VQCQQJP,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-29
#QGV9QLGY,#VQCQQJP,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-16
#8UYL0GGU0,#VQCQQJP,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-11-10
#PGJ8QR9U,#VQCQQJP,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-17
#89UL2CLG,#VQCQQJP,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-29
#282UV0GQG,#VQCQQJP,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-31
#PJG9RLQC,#VQCQQJP,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-25
#GGVRR8V2V,#VQCQQJP,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-09-25
#2QVPUU80L,#VQCQQJP,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-09-11
#8J8JG0G0,#VQCQQJP,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-12
#9UPG92JC,#VQCQQJP,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-14
#GCVVV8YR,#VQCQQJP,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-21
#G82UQ9UP,#VQCQQJP,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-18
#8UPY92GVY,#VQCQQJP,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-09-22
#U98PGQP8,#VQCQQJP,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-08-11
#2VQ9PRQ9Y,#VQCQQJP,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-09-07
#VUUVPJUY,#VQCQQJP,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-03
#U99C2JVG,#VQCQQJP,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-28
#LPJCPQRL,#VQCQQJP,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-28
#2JRP8UYP,#VQCQQJP,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-06
#RPYLJJ0U,#VQCQQJP,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-11-10
#28JUC89JV,#VQCQQJP,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-07
#8VLCCYU82,#VQCQQJP,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-09-08
#9Q90P0Y0,#VQCQQJP,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-11
