id,sender,receiver,text,date,answer
711,#80J0P829U,#GG8UC0CP,"Marty, will we ever see you again?,",2020-09-24,938
712,#PL8QL08,#2QYUL0VCP,"Look! There's a rhythmic ceremonial ritual coming up.,",2021-07-04,947
713,#99P9VLCR2,#2092CR2RV,"Every flight begins with a fall.,",2021-03-17,394
714,#8Y82QU8JU,#PU0GY8Q9,"No, get out of town. My mom thinks I'm going camping with the guys. Look, Jennifer, my mother would freak out if she knew I was going out with you, and I'd get the standard lecture about how she never did that kind of stuff when she was a kid. I mean, look, I think the woman was born a nun.,",2021-03-18,878
715,#89QYQL20G,#R0PCJLYV8,"Do not scorn pity that is the gift of a gentle heart, Éowyn!,",2021-11-02,952
716,#PYGV2CRLJ,#8P28UP0J8,"Much to learn you still have my old padawan. ... This is just the beginning!,",2020-09-20,193
717,#Q0CPPQC9Q,#YC0JJ2PV,"No! Marty! We've already agreed that having information about the future can be extremely dangerous. Even if your intentions are good, it can backfire drastically!,",2021-10-21,99
718,#9LGYYV9G,#UP9QQ9VY,"""Through the darkness of future's past, the magician longs to see. One chants out between two worlds... """"Fire... walk with me.""""""",2021-03-12,
719,#U98PGQP8,#9L2GV8VUC,"See you in about 30 years.,",2020-11-26,128
720,#928UL0RR,#YLRVGPJP,"There's that word again. 'Heavy.' Why are things so heavy in the future? Is there a problem with the Earth's gravitational pull?,",2020-12-23,356
721,#20RGU0LG0,#QGV9QLGY,"Silence, Earthling. My name is Darth Vader. I am an extraterrestrial from the planet Vulcan!,",2020-08-10,
722,#2YP2UJJ0U,#89UP8GG8L,"Yeah, well, history is gonna change.,",2020-08-30,
723,#8YVGGVC8P,#VPUQYUY,"Their faces were as a rule good-natured rather than beautiful.,",2021-06-17,
724,#Q28QYVJQ,#RGJCUQ8R,"Ow, ow, OW! On my ear you are!,",2021-01-21,
725,#PV2GC0CYP,#9Y9Y80,"I can't believe you'd loan me your car without telling me it had a blind spot. I could've been killed!,",2020-08-28,356
726,#28LUR080P,#2G8Q8RCQ8,"Clear your mind must be, if you are to find the villains behind this plot.,",2020-12-08,790
727,#YRRLCVR9Y,#YRRQUVG9,"Calvin? Wh... Why do you keep calling me Calvin?,",2021-01-28,288
728,#9RCYRP2,#QJJP0R8L,"Van Halen!,",2021-08-29,709
729,#2JPPU8YRY,#29Y8YPVLV,"Luminous beings are we - not this crude matter.,",2021-05-11,435
730,#GJ820UYPC,#LGC80RQP,"All's well that ends better.,",2021-03-05,716
731,#2V2QJLU2Y,#2ULYLVQ,"A lion doesn't concern itself with the opinion of sheep.,",2021-07-30,
732,#8PUG0JQ9,#228J88L89,"Give me a Pepsi Free.,",2020-09-09,236
733,#CGLRRPYL,#8PGR0RPCU,"Feel the force!,",2020-10-17,
734,#GYGCJYPL,#VR29JCCG,"Scram, McFly. I'm cuttin' in.,",2021-10-26,446
735,#GJ820UYPC,#8VPQUG89,"The wolf that one hears is worse than the orc that one fears. - Boromir,",2020-11-12,
736,#QCJQCJ8G,#9JJ0G922G,"I can't believe you'd loan me your car without telling me it had a blind spot. I could've been killed!,",2020-12-22,
737,#9JPQJPU9J,#99V99R2PV,"I wish I could go with you.,",2021-01-02,984
738,#9JCVVGU9P,#8YQ99CQVC,"It's already mutated into human form! Shoot it!,",2020-10-27,
739,#28CVU99UQ,#80J0P829U,"It's already mutated into human form! Shoot it!,",2021-07-10,247
740,#QQVYGQ0Y,#29Y8YPVLV,"Ow, ow, OW! On my ear you are!,",2021-01-15,550
741,#C9Q2VJ9,#CCQCU90L,"Truly wonderful, the mind of a child is.,",2021-11-01,421
742,#QJYV9L9Q,#9CJP9GRY,"Happy.,",2020-08-23,
743,#2QQCULG2V,#8Q80QY,"Hmm. In the end, cowards are those who follow the dark side.,",2020-08-20,862
744,#C0PPG0,#R9U2J8CR,"I g-guess you guys aren't ready for that yet. But your kids are gonna love it.,",2021-08-16,
745,#PLGJ0LLJ,#8R2JCGPC,"Who knows? Have patience. Go where you must go, and hope!,",2021-09-22,590
746,#892P2JPGY,#Y2PULV0LV,"I'm from the future. I came here in a Time Machine that you invented. Now I need your help to get back to the year 1985.,",2020-12-04,
747,#9GVYCJPG,#P8J2V2CQ,"Why couldn’t he stop talking and let them drink his health?,",2021-05-19,
748,#PGY2YV2G,#PCRRR2VV,"Someone else always has to carry on the story.,",2021-07-21,
749,#CJRGGCC8,#2VQ9PRQ9Y,You're late! Do you have no concept of time?,2020-08-16,950
750,#9CJP9GRY,#98CPJ2PQ,"It's the job that's never started as takes longest to finish.,",2021-06-22,820
751,#P8CJYJ02,#9RR9ULL99,"Damn! I'm late for school!,",2021-05-20,557
752,#YCLCY0R,#P29YGR98,"Laughter is poison to fear.,",2020-08-19,223
753,#92RUJ8LPP,#2L2UC2LQU,"It's the job that's never started as takes longest to finish.,",2021-03-08,
754,#98R0LCGG,#LCCGJQJC,"Marty, I'm sorry, but the only power source capable of generating 1.21 gigawatts of electricity is a bolt of lightning.,",2020-12-22,85
755,#22UCVR0CL,#28GG9QJPY,"Already know you that which you need.,",2021-09-21,
756,#P29YGR98,#2CCQUJJR,"Harry, is that bag smiling?,",2021-04-20,930
757,#9QLL8QQQ,#2RCPG208L,"Clear your mind must be, if you are to find the villains behind this plot.,",2020-11-29,143
758,#LY2V9GQV9,#9V2V2VP,"his old life lay behind in the mists, dark adventure lay in front.,",2021-01-04,892
759,#2L9RJL2Q,#GYGCJYPL,"Tape Seinfeld for me.,",2020-11-05,560
760,#9RJQ0YG9R,#U9PU9LQV,"Course! From a group of Lybian Nationalists They wanted me to build them a bomb, so I took their plutonium and in turn I gave them a shiny bomb caseing full of used pinball machine parts!,",2021-04-18,
761,#LCCGJQJC,#GJ820UYPC,"Oh, that's Joey. He cries when we take him out so we just leave him in there.,",2021-08-23,570
762,#9UQPRG0RU,#8UJQPR22,"Don't worry. As long as you hit that wire with the connecting hook at precisely 88 miles per hour, the instant the lightning strikes the tower... everything will be fine.,",2021-01-02,583
763,#2RCPG208L,#2UGR22RCP,"Oh, that's Joey. He cries when we take him out so we just leave him in there.,",2020-09-24,980
764,#8CC9JYG2,#28PUV9PRQ,"...and all the stars flowered in the sky.,",2021-04-02,862
765,#8PV2R08L,#2UY8GVQ2,"It's already mutated into human form! Shoot it!,",2021-07-07,886
766,#2GL2RUJL,#JLCJCUPJ,"I've never seen purple underwear before!,",2021-02-28,353
767,#GL9299QG,#29YPQLJG9,"That's Strickland. Jesus, didn't that guy ever have hair?,",2020-10-10,479
768,#JPL8QUG0,#90VRUJLY,"There are no heroes...in life, the monsters win.,",2021-01-03,33
769,#9UVJP08QR,#90JYC28PR,"Memory is not what the heart desires. That is only a mirror,,",2021-08-11,474
770,#Q89VPVUP8,#98CPJ2PQ,"Younglings, younglings gather ’round.,",2021-06-08,79
771,#QQLVULY,#YUU8RCCRQ,"We're the, uh... We're the Pinheads.,",2021-01-02,
772,#RC2UPGP8,#8C9CR9YG,"Home is behind, the world ahead,",2021-05-21,919
773,#90R22UVY,#Q88YUVLG,"Great Scott!,",2021-05-17,676
774,#2GL2RUJL,#298G9YQ02,"The appropriate question is, 'when the hell are they?' You see, Einstein has just become the world's first time traveler! I sent him into the future. One minute into the future to be exact. And at precisely 1:21 a.m. and zero seconds, we shall catch up with him and the time machine.,",2021-02-19,436
775,#J9URJR90,#UCRG8GGL,"Every flight begins with a fall.,",2021-09-12,29
776,#80U2Q9C9Q,#JUUQ99U0,"Goodnight, my darlings, I'll see you tomorrow.,",2021-06-12,492
777,#28LGJ8RUR,#CYRL0RY2,"Wow, Bob, wow.,",2020-08-22,283
778,#2UGR22RCP,#G82UQ9UP,"I've had enough practical jokes for one evening. Good night, future boy!,",2021-07-12,
779,#P2CLCV8,#PP2GQ88U,"Van Halen!,",2021-02-10,
780,#9YYCUUYRP,#2YC9QC8L9,"Fear nothing! Have peace until the morning! Heed no nightly noises!,",2020-08-12,
781,#C82Q9U,#G9GVYLQP,"And so he spoke, and so he spoke, that Lord of Castamere, but now the rains weep o'er his hall, with no one there to hear. Yes, now the rains weep o'er his hall, and not a soul to hear.,",2021-01-18,
782,#RC8RP882,#2RQ89029J,"Why couldn’t he stop talking and let them drink his health?,",2021-09-11,524
783,#229P2QYL0,#P8CJYJ02,"I noticed your band is on the roster for the dance auditions after school today. Why even bother, McFly? You don't have a chance. You're too much like your old man. No McFly ever amounted to anything in the history of Hill Valley!,",2021-03-03,
784,#QCJQYP0C,#Y92G098C,"I don't think they even heard me.,",2021-03-24,845
785,#2L0CR9C0,#8Y0LC0L08,"Well, I figured, what the hell?,",2021-04-01,939
786,#22U2C2PP0,#PLGJU82QC,"""Yes, a Jedi’s strength flows from the Force. But beware of the dark side. Anger, fear, aggression; the dark side of the Force are they. Easily they flow, quick to join you in a fight. If once you start down the dark path, forever will it dominate your destiny, consume you it will, as it did Obi-Wan’s apprentice.,""",2021-08-26,
787,#9UCCQ2Q9R,#282UV0GQG,"You will soon be well, if I do not talk you to death.,",2020-08-18,108
788,#2LR9YP02G,#CQ82JUC,"Biff. What a character. Always trying to get away with something. I've had to stay on top of Biff ever since high school. Although, if it wasn't for him...,",2020-10-11,702
789,#29YPQLJG9,#PLGJU82QC,"Amazing. One second of a stranger's voice on a phone, and you've got full Bollywood.,",2021-04-11,148
790,#9RJQ0YG9R,#9P8220PUU,"He's a Peeping Tom!,",2021-01-06,
791,#8282YYRL,#P8J2V2CQ,"Well, this is certainly a pleasant surprise.,",2020-09-15,641
792,#9V0PQY2YG,#8PY0RCUYG,"It's stopped.,",2021-06-22,822
793,#2P0PQCVPC,#YLRU2LLYP,"Dwarves’ tongues run on when speaking of their handiwork, they say.,",2021-06-13,121
794,#YQ9QYJGP,#UPRJQQ89,"I want your bunk!,",2021-06-01,193
795,#82G9G90Y9,#PLGJ0LLJ,"Next saturday night we're sending you back to the future!,",2021-01-15,167
796,#GYGCJYPL,#P0JRRJLYV,"You will soon be well, if I do not talk you to death.,",2021-03-07,509
797,#9RG0VPUVY,#8RRVL8P,"Moonlight drowns out all but the brightest stars.,",2020-11-16,608
798,#CL08URJ,#8J8JG0G0,"Calm down, Marty. I didn't disintegrate anything. The molecular structure of both Einstein and the car are completely intact.,",2021-03-07,346
799,#8PUG0JQ9,#2LVJR89V0,"Hodor? Hodor.,",2021-07-03,802
800,#8YVYGCP,#892P2JPGY,"When the snows fall and the white winds blow, the lone wolf dies but the pack survives.,",2020-11-07,
801,#RGJCUQ8R,#L2R22CP,"What-what the hell is a gigawatt?,",2021-05-17,
802,#CYQQPUU2,#PCY2PV8LG,"I had a horrible nightmare. I dreamed that I went... back in time. It was terrible.,",2021-04-10,
803,#UPRJQQ89,#GRY2909Q,"Their faces were as a rule good-natured rather than beautiful.,",2021-06-26,
804,#22JY90CP0,#92JCC8JUC,"Do not scorn pity that is the gift of a gentle heart, Éowyn!,",2021-03-27,
805,#8C8QJR9JG,#2GLLJ9QY,"Once you start down the dark path, forever will it dominate your destiny, consume you it will.,",2021-05-18,97
806,#9GUULQJJ,#92YV2YRGR,"Yet dawn is ever the hope of men,’ said Aragorn.,",2021-09-20,110
807,#V9G8PQGG,#RYRGV0CY,"Look, you're not gonna be picking a fight, Dad... Dad-Dad-Daddy-O.,",2021-01-26,882
808,#90LUGG9GJ,#9V20UYCRU,"Through the Force, things you will see. Other places. The future - the past. Old friends long gone.,",2021-02-23,909
809,#9UPG92JC,#88C9PLVYL,"Stella! Another one of these damn kids jumped in front of my car! Come on out here! Help me take him in the house!,",2021-08-07,165
810,#80U2Q9C9Q,#829YPQYLG,"Marty, don't be such a square. Everybody who's anybody drinks.,",2021-07-19,
811,#L8YQLYV2,#PLL8Q9LVR,"Stand tall, boy. Have some respect for yourself. Don't you know, if you let people walk over you now, they'll be walking over you for the rest of your life. Look at me. You think I'm gonna spend the rest of my life in this slop house?,",2021-09-29,978
812,#2CQVC0899,#LU8RUR,"What if I send in the tape and they don't like it? I mean, what if they say I'm no good? What if they say 'Get outta here, kid. You got no future'? I mean, I just don't think I can take that kind of rejection. Jesus, I'm starting to sound like my old man!,",2021-08-14,551
813,#U2QP29R9,#GQVLJ2U9,"I wish I could go with you.,",2021-05-11,621
814,#2GC2R2P2Y,#2YQP98L8R,"At an end your rule is, and not short enough it was!,",2020-12-26,944
815,#P88PQJ2UV,#LP0LQQL,"Strong is Vader. Mind what you have learned. Save you it can.,",2021-02-01,
816,#RGVRQU,#YYC9U9JUV,"Well, I figured, what the hell?,",2021-10-19,267
817,#PJLCL9YUQ,#8UYL0PPJ,"Pain, suffering, death I feel. Something terrible has happened. Young Skywalker is in pain. Terrible pain,",2020-11-27,
818,#PRCV0JUU,#GY2VG2U0,"You want a Pepsi, pal, you're gonna pay for it.,",2020-09-10,
819,#8Y0VL9C,#PJGGRCPC2,"Now I may be an idiot, but there’s one thing I am not sir, and that sir, is an idiot.,",2021-08-13,
820,#LP8YG2RP,#G9GJYYJPU,"To answer power with power, the Jedi way this is not. In this war, a danger there is, of losing who we are.,",2020-08-09,930
821,#QRQ9UU9U8,#2UY8GVQ2,"I'm gonna get that son of a bitch.,",2020-08-19,866
822,#20RGU0LG0,#UCYRJRL9,"Look, Marvin, you gotta play. See, that's where they kiss for the first time on the dance floor. And if there's no music, they can't dance. If they can't dance, they can't kiss. If they can't kiss they can't fall in love, and I'm history.,",2021-06-30,733
823,#PV8LRVCJU,#GQJY00YP,"Often does hatred hurt itself!,",2021-06-02,341
824,#9CJP9GRY,#GQVLJ2U9,"I am confound.,",2021-06-29,901
825,#98UCCVRRJ,#2VC0RUVVR,"There are no heroes...in life, the monsters win.,",2020-08-30,246
826,#PU0GY8Q9,#22UCVR0CL,"Real names tell you the story of the things they belong to,",2021-03-28,77
827,#JUVVY0LU,#2GRUQP9VL,"I forgot something.,",2021-08-30,
828,#QQLVULY,#2YQP98L8R,"Truly wonderful, the mind of a child is.,",2021-03-25,
829,#CG2VJYP,#PC99QUQ,"Home is behind, the world ahead,",2020-12-26,463
830,#8L2URCCR0,#90JYC28PR,"Who knows? Have patience. Go where you must go, and hope!,",2021-09-21,
831,#2GC2R2P2Y,#2PR09PCQY,"Next saturday night we're sending you back to the future!,",2021-03-14,259
832,#8YQ99CQVC,#C82Q9U,"Dear Dr. Brown. On the night that I go back in time, you will be shot by terrorists. Please take whatever precautions are necessary to prevent this terrible disaster. Your friend, Marty.,",2021-02-25,
833,#UUY9VG09,#888ULGY,"Amazing. One second of a stranger's voice on a phone, and you've got full Bollywood.,",2020-10-28,687
834,#28GUPGY2,#2PR28G2,"I’ll get there, if I leave everything but my bones behind,,",2021-02-05,
835,#28LUR080P,#82YYVJYPG,"He's a Peeping Tom!,",2020-10-15,
836,#8UYPP8CL9,#2PJQR28Q,You're late! Do you have no concept of time?,2021-02-23,69
837,#9PRP2URC,#9CUYY8,"I sang of leaves, of leaves of gold, and leaves of gold there grew,",2021-04-26,254
838,#RQCUUP2,#YJ2LJU2CR,"Hello? Hello? Anybody home? Huh? Think, McFly. Think! I gotta have time to get them retyped. Do you realize what would happen if I hand in my reports in your handwriting? I'll get fired. You wouldn't want that to happen, would ya? Would ya?,",2021-03-06,931
839,#8V0222YG,#YVJQQLPPR,"The appropriate question is, 'when the hell are they?' You see, Einstein has just become the world's first time traveler! I sent him into the future. One minute into the future to be exact. And at precisely 1:21 a.m. and zero seconds, we shall catch up with him and the time machine.,",2021-03-14,715
840,#820UJQUYY,#20J8VCV2Q,"There are no heroes...in life, the monsters win.,",2021-09-02,931
841,#GUQV2YCY,#9Q90P0Y0,"I have no idea where this will lead us. But I have a definite feeling it will be a place both wonderful and strange.,",2021-04-06,179
842,#2V20QJVR,#82LP8CPJ8,"I noticed your band is on the roster for the dance auditions after school today. Why even bother, McFly? You don't have a chance. You're too much like your old man. No McFly ever amounted to anything in the history of Hill Valley!,",2021-02-16,50
843,#9P2LCUPU,#UUQQJ2U0,"Stella! Another one of these damn kids jumped in front of my car! Come on out here! Help me take him in the house!,",2020-11-12,109
844,#G0YYJGG,#QQVYGQ0Y,"I had a horrible nightmare. I dreamed that I went... back in time. It was terrible.,",2021-04-16,499
845,#YG2GY9QU,#9GVYCJPG,"I can't believe you'd loan me your car without telling me it had a blind spot. I could've been killed!,",2021-05-13,
846,#9UQPRG0RU,#88VR0GVPL,"Crazy drunk driver.,",2020-12-09,187
847,#2JRYUGY9V,#8VUPVJ2R,"Begone, foul dwimmerlaik, lord of carrion! Leave the dead in peace!,",2020-11-13,565
848,#8L2GRYJ0P,#2PUJ2URC,"Always pass on what you have learned.,",2021-04-02,
849,#89UP8GG8L,#9UCCQ2Q9R,"You have shown your usual cunning in getting up just in time for a meal.,",2020-08-02,424
850,#892P2JPGY,#PV2GC0CYP,"You know, Marty, you look so familiar to me. Do I know your mother?,",2020-08-11,604
851,#22VYU02RR,#9CUUU99,Black as midnight on a moonless night.,2021-01-22,
852,#UUQQJ2U0,#29VQ2G8G,"Give me honorable enemies rather than ambitious ones, and I'll sleep more easily by night.,",2020-08-20,156
853,#82RQ02YUJ,#UGRV2UJG,"Knowledge could be more valuable than gold, more deadly than a dagger.,",2021-10-22,
854,#PJC0QVC9U,#R8UYJ2YP,"Well, you're safe and sound now, back in good old 1955.,",2021-04-20,441
855,#2QVPUU80L,#RCGPJGYQ,"But in this at least thou shalt not defy my will: to rule my own end.,",2021-03-18,885
856,#8QYYRUUC9,#P09C0GC0,"Yet dawn is ever the hope of men,’ said Aragorn.,",2021-02-19,
857,#L82V9VVC,#2RCPG208L,"Let me show you my plan for sending you home. Please excuse the crudity of this model. I didn't have time to build it to scale or paint it.,",2020-08-06,202
858,#2PCRV0QPY,#2QCLLQ2G,"Younglings, younglings gather ’round.,",2021-03-19,405
859,#9RJQ0YG9R,#YRRLCVR9Y,"Look, Marvin, you gotta play. See, that's where they kiss for the first time on the dance floor. And if there's no music, they can't dance. If they can't dance, they can't kiss. If they can't kiss they can't fall in love, and I'm history.,",2021-09-13,932
860,#GJ820UYPC,#2VU9YGCGV,"Dwarves’ tongues run on when speaking of their handiwork, they say.,",2021-01-19,97
861,#YVCPCRR,#2YL28LQQJ,"No! It requires something with a little more kick...plutonium!,",2021-01-17,
862,#2VQQR20,#GLLCVJJP,"Feel the force!,",2021-06-23,297
863,#9JJ0G922G,#QL8CJUYQ,"I finally invent something that works!,",2020-10-24,357
864,#2GJ0R2RL9,#UCRG8GGL,"Who the hell is John F. Kennedy?,",2021-06-17,410
865,#2YUQCC8YV,#2CRJGPRY,"If you put your mind to it, you can accomplish anything.,",2020-12-30,783
866,#2CRQQ2CVP,#UUQQJ2U0,"Fear cuts deeper than swords.,",2020-08-12,371
867,#8JG820YQG,#P0RR0VQLC,"I've never seen purple underwear before!,",2021-06-30,
868,#8RRCVCGP,#VCUYGG8J,"I went the distance.,",2021-08-30,525
869,#9UQPRG0RU,#2CQV02CYR,"A hunted man sometimes wearies of distrust and longs for friendship.,",2021-03-05,32
870,#Q2CGJ8JQ,#20J8VCV2Q,"Dear Dr. Brown. On the night that I go back in time, you will be shot by terrorists. Please take whatever precautions are necessary to prevent this terrible disaster. Your friend, Marty.,",2021-08-18,
871,#2CVLVGVRL,#2RUL98URQ,"Things have certainly changed around here. I remember when this was all farmland as far the eye could see. Old man Peabody owned all of this. He had this crazy idea about breeding pine trees.,",2021-02-23,583
872,#20JLQYG2U,#2QY9CYJVY,"Memory is not what the heart desires. That is only a mirror,,",2020-09-09,632
873,#UUQ9ULJG,#YC9GR0RGQ,"It’s Peanut Butter Jelly Time.,",2021-05-30,446
874,#G22U2G8J8,#RGP2VC9P,"Don't worry. As long as you hit that wire with the connecting hook at precisely 88 miles per hour, the instant the lightning strikes the tower... everything will be fine.,",2020-11-12,3
875,#2R80RVPP,#J8R89YC8,"He's a Peeping Tom!,",2021-10-06,998
876,#VPC9RRQ,#80992PGVV,"Wait a minute. Wait a minute, Doc. Ah... Are you telling me that you built a time machine... out of a DeLorean?,",2021-05-05,372
877,#VVQ9GU,#9VQQ99Y8,"Now, remember. According to my theory, you interfered with your parents' first meeting. If they don't meet, they won't fall in love, they won't get married and they won't have kids. That's why your older brother's disappearing from that photograph. Your sister will follow, and unless you repair the damage, you'll be next.,",2021-04-12,242
878,#2LRU8YJ2P,#9PVLCGVQ,"""Sometimes jokes are welcome. Like the one about the kid who said: """"I enjoyed school. It was just the principal of the thing.""""""",2021-02-22,879
879,#9UCG09099,#UQJ9LUP,"When you play a game of thrones you win or you die.,",2020-10-05,982
880,#GQVLJ2U9,#YYC9U9JUV,"You will soon be well, if I do not talk you to death.,",2021-10-14,576
881,#LURU9JU,#8V2RJLUL,"Look! There's a rhythmic ceremonial ritual coming up.,",2020-09-04,552
882,#2PJQ0U9U,#8GR2GVLJ0,"That was the best ice-cream soda I ever tasted.,",2021-04-26,296
883,#98UCCVRRJ,#2GPURRRCG,"Power is a curious thing. Who lives, Who dies. Power resides where men believe it resides. It is a trick, A shadow on the wall.,",2021-09-07,633
884,#R82Q0L2V,#P99PJP8Y2,"Yet dawn is ever the hope of men,’ said Aragorn.,",2021-07-08,
885,#J8QPJY8Q,#G9GVYLQP,"See you later, Pop. Whoo! Time to change that oil.,",2021-09-08,880
886,#PV8LRVCJU,#9CJP9GRY,"Hmm. In the end, cowards are those who follow the dark side.,",2021-06-29,287
887,#UCYRJRL9,#CQG8R8UV,"Why couldn’t he stop talking and let them drink his health?,",2021-02-05,378
888,#2PCYY2QCP,#Y202YVUU,"Younglings, younglings gather ’round.,",2021-07-07,672
889,#2VQ9PRQ9Y,#20GQRV8G9,"See you later, Pop. Whoo! Time to change that oil.,",2021-02-08,
890,#9P08GGJ9,#RV29VYG,"Why is it that when one man builds a wall, the next man immediately needs to know what's on the other side?,",2020-11-02,651
891,#Q9PGVUY8,#82RQ02YUJ,"I am so not competitive. In fact, I am the least non-competitive. So I win.,",2020-12-22,645
892,#8QRQ0JLRY,#V9G8PQGG,"When you play a game of thrones you win or you die.,",2021-01-26,70
893,#2CQ0LU9V,#8L200J88G,You may think I've gone insane... but I promise. I will kill again.,2021-08-12,354
894,#PLVU202JY,#8VYJP8Q0,"Nothing burns like the cold.,",2021-01-06,
895,#LYG9QGGQ,#92VUJ99VQ,"Now, Biff, I want to make sure that we get two coats of wax this time, not just one.,",2021-08-16,957
896,#8UYL0GGU0,#98UCCVRRJ,"Do you want me to come with you?,",2021-06-04,847
897,#9289JQPV9,#VY9J8ULV,"Oh, that's Joey. He cries when we take him out so we just leave him in there.,",2021-03-21,
898,#2Q80QPGCU,#P82UJJGLG,"Hey, you! Get your damn hands off her!,",2021-06-24,86
899,#20CLG9VGL,#L8JQ8JL2,"Joe, gag on my fat dauber.,",2021-09-11,883
900,#PG28UYQLJ,#98YVRUYLR,"I love you too, honey. Good luck with your show.,",2020-09-12,38
901,#2JUPU0LPV,#L00RCJYG2,"When you play a game of thrones you win or you die.,",2020-12-18,
902,#LPJCPQRL,#92V2VRCVQ,"There are no heroes...in life, the monsters win.,",2021-03-19,367
903,#C0PPG0,#80U2Q9C9Q,"Hodor? Hodor.,",2021-07-25,
904,#GQ20CGP,#2C90R29P9,"The owls are not what they seem.,",2020-10-19,975
905,#PU2YY8,#2CGUPJJU,"The leaves were long, the grass was green,",2021-06-19,
906,#9LQJLL,#2JR800G,"It's the job that's never started as takes longest to finish.,",2020-12-11,87
907,#2QYC8YLLG,#2Q92P0P2,"Every day, once a day, give yourself a present.",2020-09-12,
908,#Y9Q2LQJ,#UPRJQQ89,"Since you're new here, I-I'm gonna cut you a break, today. So, why don't you make like a tree and get outta here?,",2021-10-31,187
909,#98R0LCGG,#YCLJUU8G,"Wait a minute. Wait a minute, Doc. Ah... Are you telling me that you built a time machine... out of a DeLorean?,",2021-05-26,571
910,#UCYRJRL9,#8JRC80YPR,"Ready are you? What know you of ready? For eight hundred years have I trained Jedi. My own counsel will I keep on who is to be trained. A Jedi must have the deepest commitment, the most serious mind. This one a long time have I watched. All his life has he looked away - to the future, to the horizon. Never his mind on where he was. Hmm? What he was doing. Hmph. Adventure. Heh. Excitement. Heh. A Jedi craves not these things. You are reckless.,",2020-11-23,943
911,#P29YGR98,#P89RY20Q,"Look, Marvin, you gotta play. See, that's where they kiss for the first time on the dance floor. And if there's no music, they can't dance. If they can't dance, they can't kiss. If they can't kiss they can't fall in love, and I'm history.,",2021-06-29,
912,#2LVG2C22U,#YCLJUU8G,"No, get out of town. My mom thinks I'm going camping with the guys. Look, Jennifer, my mother would freak out if she knew I was going out with you, and I'd get the standard lecture about how she never did that kind of stuff when she was a kid. I mean, look, I think the woman was born a nun.,",2021-05-05,917
913,#JP9JVC9Y,#8P0URCRV,"Some old wounds never truly heal, and bleed again at the slightest word.,",2021-10-23,613
914,#LR9R9RUR,#8UPY92GVY,"And I have a tender spot in my heart for cripples and bastards and broken things.,",2021-08-25,233
915,#QVC8PGUG,#PQR90RV9C,"Yet dawn is ever the hope of men,’ said Aragorn.,",2021-07-22,852
916,#9V20UYCRU,#VCVCG2YR,"Around the survivors a perimeter create.,",2020-09-27,731
917,#PL02LR2,#2RL2R0J0C,"Hey, come on. I had to change. Do you think I'm going back in that-that zoot suit? The old man really came through. It worked!,",2021-08-08,113
918,#P0JRRJLYV,#VR29JCCG,"Death is a natural part of life. Rejoice for those around you who transform into the Force. Mourn them do not. Miss them do not. Attachment leads to jealously. The shadow of greed, that is.,",2021-09-09,852
919,#8PGU0R8JR,#YYRPRU82V,"Marty, I'm sorry, but the only power source capable of generating 1.21 gigawatts of electricity is a bolt of lightning.,",2020-11-22,172
920,#22U2C2PP0,#9QULGU02,"All my possessions for a moment of time.,",2021-08-31,
921,#80U90RGV,#YJ8R2Y9L,"Radiation suit? Of course. 'Cause of all the fallout from the atomic wars.,",2020-10-10,
922,#89UP8GG8L,#9RR9ULL99,"A lion doesn't concern itself with the opinion of sheep.,",2021-08-01,
923,#UCYRJRL9,#89RPQ9PP9,"Summer will end soon enough, and childhood as well.,",2020-10-27,809
924,#2LRU8YJ2P,#80RGP2JPR,"I could not 'make' you--except by force, which would break your mind.,",2020-08-11,781
925,#J8J0Q20Y,#Y08PCY8P2,"All dwarfs are bastards in their father's eyes,",2021-09-29,377
926,#2YJV8QPRL,#8L000LJ9Y,"Younglings, younglings gather ’round.,",2021-09-17,
927,#8QP9UPUPG,#9YUUVJ08G,"That is why you fail.,",2021-01-29,355
928,#8YL988LL8,#UCYRJRL9,"Younglings, younglings gather ’round.,",2020-11-13,226
929,#QL8CJUYQ,#J999R29J,"The appropriate question is, 'when the hell are they?' You see, Einstein has just become the world's first time traveler! I sent him into the future. One minute into the future to be exact. And at precisely 1:21 a.m. and zero seconds, we shall catch up with him and the time machine.,",2020-08-12,254
930,#988RL92U,#8982292LY,"Clear your mind must be, if you are to find the villains behind this plot.,",2021-06-01,318
931,#VUUVPJUY,#2YLQ22YQV,"I want your bunk!,",2021-11-01,520
932,#U890Q9UQ,#9GVYCJPG,"Last night, Darth Vader came down from Planet Vulcan and told me that if I didn't take Lorraine out, that he'd melt my brain.,",2021-04-07,562
933,#JQ8C0P,#QJYV9L9Q,"Strong is Vader. Mind what you have learned. Save you it can.,",2021-10-03,989
934,#28YC8C2R,#20P8LJPU9,"Marty, I'm sorry, but the only power source capable of generating 1.21 gigawatts of electricity is a bolt of lightning.,",2021-10-20,501
935,#2G9PQUGY,#98RRY80YR,"Power is a curious thing. Who lives, Who dies. Power resides where men believe it resides. It is a trick, A shadow on the wall.,",2021-04-15,377
936,#QYVJGPJY,#98UVV0,"This is all wrong. I don't know what it is. But when I kiss you, it's like I'm kissing... my brother. I guess that doesn't make any sense, does it?,",2021-02-23,522
937,#2VV98UYP0,#YCPC92CC,"Look! There's a rhythmic ceremonial ritual coming up.,",2021-01-26,260
