player,clan,gold,date
#89UL2CLG,#VQCQQJP,15,2021-09-02
#282UV0GQG,#VQCQQJP,15,2021-11-01
#PJG9RLQC,#VQCQQJP,50,2021-11-09
#PJG9RLQC,#VQCQQJP,15,2021-10-01
#PJG9RLQC,#VQCQQJP,30,2021-08-15
#PJG9RLQC,#VQCQQJP,55,2021-09-16
#PJG9RLQC,#VQCQQJP,55,2021-09-29
#PJG9RLQC,#VQCQQJP,50,2021-08-08
#GGVRR8V2V,#VQCQQJP,40,2021-11-07
#GGVRR8V2V,#VQCQQJP,50,2021-10-24
#GGVRR8V2V,#VQCQQJP,35,2021-09-06
#GGVRR8V2V,#VQCQQJP,15,2021-08-19
#2QVPUU80L,#VQCQQJP,35,2021-08-18
#2QVPUU80L,#VQCQQJP,25,2021-08-24
#2QVPUU80L,#VQCQQJP,25,2021-08-17
#2QVPUU80L,#VQCQQJP,50,2021-08-20
#2QVPUU80L,#VQCQQJP,45,2021-09-30
#8J8JG0G0,#VQCQQJP,25,2021-10-29
#8J8JG0G0,#VQCQQJP,45,2021-08-07
#8J8JG0G0,#VQCQQJP,20,2021-10-22
#8J8JG0G0,#VQCQQJP,15,2021-10-29
#8J8JG0G0,#VQCQQJP,45,2021-10-24
#8J8JG0G0,#VQCQQJP,15,2021-09-06
#8J8JG0G0,#VQCQQJP,30,2021-09-05
#8J8JG0G0,#VQCQQJP,35,2021-09-05
#9UPG92JC,#VQCQQJP,45,2021-10-16
#9UPG92JC,#VQCQQJP,40,2021-10-27
#9UPG92JC,#VQCQQJP,15,2021-08-14
#9UPG92JC,#VQCQQJP,45,2021-11-02
#GCVVV8YR,#VQCQQJP,55,2021-11-01
#G82UQ9UP,#VQCQQJP,55,2021-09-20
#G82UQ9UP,#VQCQQJP,50,2021-10-03
#8UPY92GVY,#VQCQQJP,20,2021-09-27
#8UPY92GVY,#VQCQQJP,35,2021-09-24
#U98PGQP8,#VQCQQJP,45,2021-08-15
#U98PGQP8,#VQCQQJP,45,2021-10-22
#U98PGQP8,#VQCQQJP,30,2021-09-20
#U98PGQP8,#VQCQQJP,25,2021-10-28
#2VQ9PRQ9Y,#VQCQQJP,15,2021-09-21
#2VQ9PRQ9Y,#VQCQQJP,15,2021-10-27
#2VQ9PRQ9Y,#VQCQQJP,40,2021-09-09
#2VQ9PRQ9Y,#VQCQQJP,50,2021-08-06
#2VQ9PRQ9Y,#VQCQQJP,40,2021-08-26
#2VQ9PRQ9Y,#VQCQQJP,45,2021-09-07
#VUUVPJUY,#VQCQQJP,40,2021-08-09
#VUUVPJUY,#VQCQQJP,55,2021-11-09
#VUUVPJUY,#VQCQQJP,15,2021-11-02
#U99C2JVG,#VQCQQJP,50,2021-11-09
#U99C2JVG,#VQCQQJP,20,2021-10-25
#U99C2JVG,#VQCQQJP,40,2021-09-16
#U99C2JVG,#VQCQQJP,40,2021-10-01
#U99C2JVG,#VQCQQJP,25,2021-08-05
#U99C2JVG,#VQCQQJP,25,2021-08-18
#U99C2JVG,#VQCQQJP,35,2021-10-24
#U99C2JVG,#VQCQQJP,35,2021-09-01
#U99C2JVG,#VQCQQJP,45,2021-08-30
#U99C2JVG,#VQCQQJP,30,2021-09-03
#LPJCPQRL,#VQCQQJP,30,2021-08-18
#LPJCPQRL,#VQCQQJP,45,2021-09-17
#LPJCPQRL,#VQCQQJP,15,2021-10-17
#LPJCPQRL,#VQCQQJP,40,2021-08-26
#LPJCPQRL,#VQCQQJP,55,2021-09-09
#LPJCPQRL,#VQCQQJP,25,2021-08-30
#LPJCPQRL,#VQCQQJP,35,2021-10-09
#2JRP8UYP,#VQCQQJP,55,2021-09-06
#2JRP8UYP,#VQCQQJP,35,2021-10-16
#2JRP8UYP,#VQCQQJP,20,2021-10-13
#2JRP8UYP,#VQCQQJP,55,2021-11-01
#2JRP8UYP,#VQCQQJP,40,2021-10-02
#2JRP8UYP,#VQCQQJP,40,2021-09-26
#2JRP8UYP,#VQCQQJP,20,2021-09-06
#2JRP8UYP,#VQCQQJP,30,2021-10-03
#RPYLJJ0U,#VQCQQJP,25,2021-10-31
#RPYLJJ0U,#VQCQQJP,30,2021-08-26
#RPYLJJ0U,#VQCQQJP,55,2021-08-14
#28JUC89JV,#VQCQQJP,35,2021-09-05
#28JUC89JV,#VQCQQJP,35,2021-09-08
#28JUC89JV,#VQCQQJP,55,2021-08-19
#28JUC89JV,#VQCQQJP,40,2021-09-04
#28JUC89JV,#VQCQQJP,35,2021-08-04
#28JUC89JV,#VQCQQJP,40,2021-10-17
#28JUC89JV,#VQCQQJP,30,2021-10-23
#28JUC89JV,#VQCQQJP,45,2021-09-01
#28JUC89JV,#VQCQQJP,45,2021-09-06
#8VLCCYU82,#VQCQQJP,20,2021-09-28
#8VLCCYU82,#VQCQQJP,35,2021-10-11
#8VLCCYU82,#VQCQQJP,40,2021-08-06
#8VLCCYU82,#VQCQQJP,45,2021-11-05
#8VLCCYU82,#VQCQQJP,55,2021-10-04
#8VLCCYU82,#VQCQQJP,20,2021-08-21
#9Q90P0Y0,#VQCQQJP,15,2021-11-09
#9Q90P0Y0,#VQCQQJP,15,2021-09-28
#9Q90P0Y0,#VQCQQJP,15,2021-08-27
#9Q90P0Y0,#VQCQQJP,55,2021-10-19
#9Q90P0Y0,#VQCQQJP,30,2021-08-10
#9Q90P0Y0,#VQCQQJP,55,2021-09-11
#9Q90P0Y0,#VQCQQJP,35,2021-10-13
#8YPURJVLP,#VQCQQJP,20,2021-10-07
#8YPURJVLP,#VQCQQJP,40,2021-08-13
#8YPURJVLP,#VQCQQJP,30,2021-10-16
#8YPURJVLP,#VQCQQJP,50,2021-09-01
#8YPURJVLP,#VQCQQJP,45,2021-10-24
#8YPURJVLP,#VQCQQJP,45,2021-10-25
#8YPURJVLP,#VQCQQJP,30,2021-09-02
#2Y0QR8YCR,#VQCQQJP,25,2021-09-09
#2Y0QR8YCR,#VQCQQJP,15,2021-10-03
#88VR0GVPL,#VQCQQJP,25,2021-10-05
#88VR0GVPL,#VQCQQJP,25,2021-09-27
#88VR0GVPL,#VQCQQJP,40,2021-10-14
#88VR0GVPL,#VQCQQJP,15,2021-09-01
#88VR0GVPL,#VQCQQJP,40,2021-10-18
#88VR0GVPL,#VQCQQJP,55,2021-08-04
#88VR0GVPL,#VQCQQJP,30,2021-09-05
#88VR0GVPL,#VQCQQJP,55,2021-10-10
#88VR0GVPL,#VQCQQJP,30,2021-11-09
#88VR0GVPL,#VQCQQJP,45,2021-10-07
#98PJJGQJG,#VQCQQJP,20,2021-08-27
#98PJJGQJG,#VQCQQJP,30,2021-10-17
#98PJJGQJG,#VQCQQJP,55,2021-08-30
#98PJJGQJG,#VQCQQJP,50,2021-09-16
#98PJJGQJG,#VQCQQJP,40,2021-08-29
#98PJJGQJG,#VQCQQJP,35,2021-11-05
#2LVG2C22U,#VQCQQJP,25,2021-08-22
#2LVG2C22U,#VQCQQJP,15,2021-11-06
#2LVG2C22U,#VQCQQJP,45,2021-09-15
#2LVG2C22U,#VQCQQJP,50,2021-08-28
#2LVG2C22U,#VQCQQJP,45,2021-08-13
#2LVG2C22U,#VQCQQJP,35,2021-10-20
#9P8220PUU,#VQCQQJP,45,2021-09-26
#9P8220PUU,#VQCQQJP,55,2021-09-24
#9P8220PUU,#VQCQQJP,15,2021-08-17
#9P8220PUU,#VQCQQJP,20,2021-08-07
#9P8220PUU,#VQCQQJP,15,2021-11-02
#9P8220PUU,#VQCQQJP,25,2021-10-13
#9P8220PUU,#VQCQQJP,55,2021-10-28
#2YUQCC8YV,#VQCQQJP,45,2021-09-11
#2YUQCC8YV,#VQCQQJP,30,2021-09-03
#2YUQCC8YV,#VQCQQJP,35,2021-11-01
#2YUQCC8YV,#VQCQQJP,20,2021-10-01
#2YUQCC8YV,#VQCQQJP,15,2021-11-04
#2YUQCC8YV,#VQCQQJP,20,2021-09-30
#2YUQCC8YV,#VQCQQJP,40,2021-10-21
#2YUQCC8YV,#VQCQQJP,35,2021-08-19
#2YUQCC8YV,#VQCQQJP,15,2021-09-23
#20JLQYG2U,#VQCQQJP,20,2021-08-28
#2J888QUGQ,#VQCQQJP,35,2021-11-10
#2J888QUGQ,#VQCQQJP,35,2021-10-20
#2J888QUGQ,#VQCQQJP,45,2021-09-17
#2J888QUGQ,#VQCQQJP,15,2021-09-28
#2J888QUGQ,#VQCQQJP,40,2021-09-26
#2J888QUGQ,#VQCQQJP,25,2021-08-14
#2J888QUGQ,#VQCQQJP,35,2021-08-31
#8L2URCCR0,#VQCQQJP,35,2021-11-04
#8L2URCCR0,#VQCQQJP,20,2021-10-24
#8L2URCCR0,#VQCQQJP,45,2021-09-13
#8L2URCCR0,#VQCQQJP,30,2021-09-19
#8L2URCCR0,#VQCQQJP,20,2021-08-27
#8L2URCCR0,#VQCQQJP,30,2021-08-07
#2YJV8QPRL,#VQCQQJP,25,2021-08-21
#2YJV8QPRL,#VQCQQJP,30,2021-08-10
#2YJV8QPRL,#VQCQQJP,55,2021-09-21
#2YJV8QPRL,#VQCQQJP,55,2021-11-05
#2YJV8QPRL,#VQCQQJP,35,2021-08-22
#2YJV8QPRL,#VQCQQJP,45,2021-08-26
#2YJV8QPRL,#VQCQQJP,15,2021-09-20
#2YVJVGP02,#VQCQQJP,25,2021-10-02
#2YVJVGP02,#VQCQQJP,20,2021-09-07
#2YVJVGP02,#VQCQQJP,35,2021-10-17
#2YVJVGP02,#VQCQQJP,20,2021-08-13
#2YVJVGP02,#VQCQQJP,30,2021-08-21
#2YVJVGP02,#VQCQQJP,50,2021-09-26
#2U02YVYVU,#VQCQQJP,20,2021-10-12
#2U02YVYVU,#VQCQQJP,30,2021-08-23
#2U02YVYVU,#VQCQQJP,15,2021-08-26
#2R98U2C9C,#VQCQQJP,55,2021-08-08
#2R98U2C9C,#VQCQQJP,55,2021-08-14
#2R98U2C9C,#VQCQQJP,35,2021-09-15
#2R98U2C9C,#VQCQQJP,45,2021-10-21
#YJ8R2Y9L,#VQCQQJP,15,2021-09-03
#YJ8R2Y9L,#VQCQQJP,50,2021-11-07
#YJ8R2Y9L,#VQCQQJP,35,2021-09-08
#2QQCULG2V,#8YQ9LPPV,25,2021-09-14
#2QQCULG2V,#8YQ9LPPV,45,2021-11-02
#2QQCULG2V,#8YQ9LPPV,25,2021-10-10
#2QQCULG2V,#8YQ9LPPV,45,2021-10-06
#2QQCULG2V,#8YQ9LPPV,45,2021-08-16
#2QQCULG2V,#8YQ9LPPV,45,2021-09-01
#2QQCULG2V,#8YQ9LPPV,30,2021-08-15
#2QQCULG2V,#8YQ9LPPV,30,2021-10-01
#2QQCULG2V,#8YQ9LPPV,55,2021-11-05
#2QQCULG2V,#8YQ9LPPV,45,2021-09-14
#QQLVULY,#8YQ9LPPV,45,2021-10-09
#QQLVULY,#8YQ9LPPV,35,2021-08-06
#QQLVULY,#8YQ9LPPV,25,2021-09-30
#QQLVULY,#8YQ9LPPV,15,2021-09-09
#9PRCYU8U,#8YQ9LPPV,35,2021-08-19
#9PRCYU8U,#8YQ9LPPV,45,2021-09-30
#9PRCYU8U,#8YQ9LPPV,35,2021-10-02
#9PRCYU8U,#8YQ9LPPV,45,2021-09-20
#9PRCYU8U,#8YQ9LPPV,20,2021-11-10
#9PRCYU8U,#8YQ9LPPV,40,2021-11-03
#9PRCYU8U,#8YQ9LPPV,55,2021-08-31
#QUJR89R,#8YQ9LPPV,30,2021-10-11
#QUJR89R,#8YQ9LPPV,20,2021-10-24
#QUJR89R,#8YQ9LPPV,15,2021-08-09
#QUJR89R,#8YQ9LPPV,40,2021-10-26
#QUJR89R,#8YQ9LPPV,35,2021-09-30
#QUJR89R,#8YQ9LPPV,20,2021-08-17
#QUJR89R,#8YQ9LPPV,30,2021-09-25
#LVRUV8YV,#8YQ9LPPV,50,2021-10-12
#LVRUV8YV,#8YQ9LPPV,55,2021-10-12
#LVRUV8YV,#8YQ9LPPV,30,2021-08-05
#LVRUV8YV,#8YQ9LPPV,40,2021-10-25
#LVRUV8YV,#8YQ9LPPV,55,2021-08-28
#LVRUV8YV,#8YQ9LPPV,35,2021-11-04
#2828UJVPG,#8YQ9LPPV,40,2021-09-19
#2828UJVPG,#8YQ9LPPV,40,2021-09-04
#2828UJVPG,#8YQ9LPPV,20,2021-10-01
#G0YYJGG,#8YQ9LPPV,55,2021-10-24
#G0YYJGG,#8YQ9LPPV,20,2021-09-19
#G0YYJGG,#8YQ9LPPV,40,2021-08-18
#G0YYJGG,#8YQ9LPPV,30,2021-09-09
#G0YYJGG,#8YQ9LPPV,35,2021-10-16
#G0YYJGG,#8YQ9LPPV,15,2021-08-13
#G0YYJGG,#8YQ9LPPV,35,2021-10-31
#G0YYJGG,#8YQ9LPPV,20,2021-09-28
#2UY8GVQ2,#8YQ9LPPV,55,2021-09-29
#2UY8GVQ2,#8YQ9LPPV,50,2021-10-23
#2UY8GVQ2,#8YQ9LPPV,45,2021-09-04
#2UY8GVQ2,#8YQ9LPPV,30,2021-08-18
#2UY8GVQ2,#8YQ9LPPV,55,2021-09-11
#2UY8GVQ2,#8YQ9LPPV,25,2021-09-24
#8YRGR00G,#8YQ9LPPV,15,2021-11-03
#8YRGR00G,#8YQ9LPPV,45,2021-09-11
#8YRGR00G,#8YQ9LPPV,45,2021-09-18
#8YRGR00G,#8YQ9LPPV,40,2021-08-12
#8YRGR00G,#8YQ9LPPV,30,2021-09-19
#8YRGR00G,#8YQ9LPPV,25,2021-11-10
#89JV98089,#8YQ9LPPV,35,2021-09-02
#89JV98089,#8YQ9LPPV,25,2021-10-14
#89JV98089,#8YQ9LPPV,25,2021-08-15
#89JV98089,#8YQ9LPPV,50,2021-10-01
#89JV98089,#8YQ9LPPV,20,2021-09-23
#89JV98089,#8YQ9LPPV,55,2021-09-16
#89JV98089,#8YQ9LPPV,25,2021-11-08
#89JV98089,#8YQ9LPPV,30,2021-10-12
#89JV98089,#8YQ9LPPV,25,2021-10-23
#89JV98089,#8YQ9LPPV,25,2021-10-31
#YQCL8VRL,#8YQ9LPPV,40,2021-08-23
#YQCL8VRL,#8YQ9LPPV,45,2021-08-29
#YQCL8VRL,#8YQ9LPPV,40,2021-10-21
#YQCL8VRL,#8YQ9LPPV,40,2021-08-26
#YQCL8VRL,#8YQ9LPPV,50,2021-09-08
#YQCL8VRL,#8YQ9LPPV,50,2021-11-07
#YQCL8VRL,#8YQ9LPPV,55,2021-09-24
#YQCL8VRL,#8YQ9LPPV,35,2021-10-27
#YQCL8VRL,#8YQ9LPPV,55,2021-08-29
#R8GRU8YP2,#8YQ9LPPV,30,2021-10-23
#R8GRU8YP2,#8YQ9LPPV,40,2021-10-22
#R8GRU8YP2,#8YQ9LPPV,20,2021-08-22
#R8GRU8YP2,#8YQ9LPPV,30,2021-09-22
#R8GRU8YP2,#8YQ9LPPV,50,2021-08-11
#R8GRU8YP2,#8YQ9LPPV,35,2021-10-02
#R8GRU8YP2,#8YQ9LPPV,35,2021-08-06
#R8GRU8YP2,#8YQ9LPPV,35,2021-08-20
#R0PCJLYV8,#8YQ9LPPV,15,2021-08-24
#R0PCJLYV8,#8YQ9LPPV,55,2021-08-04
#R0PCJLYV8,#8YQ9LPPV,15,2021-08-21
#R0PCJLYV8,#8YQ9LPPV,35,2021-10-24
#PY2CLV2L,#8YQ9LPPV,55,2021-09-06
#PY2CLV2L,#8YQ9LPPV,55,2021-10-23
#PY2CLV2L,#8YQ9LPPV,30,2021-09-13
#PY2CLV2L,#8YQ9LPPV,40,2021-10-07
#PJY90J9VL,#8YQ9LPPV,30,2021-09-23
#PJY90J9VL,#8YQ9LPPV,50,2021-11-01
#PJY90J9VL,#8YQ9LPPV,15,2021-09-17
#9QC2Y0J8,#8YQ9LPPV,20,2021-08-07
#9QC2Y0J8,#8YQ9LPPV,30,2021-09-07
#9QC2Y0J8,#8YQ9LPPV,25,2021-10-20
#9QC2Y0J8,#8YQ9LPPV,40,2021-09-04
#9QC2Y0J8,#8YQ9LPPV,30,2021-08-19
#9QC2Y0J8,#8YQ9LPPV,35,2021-10-23
#9QC2Y0J8,#8YQ9LPPV,30,2021-10-19
#8PVV28U8,#8YQ9LPPV,50,2021-08-29
#8PVV28U8,#8YQ9LPPV,40,2021-10-08
#8PVV28U8,#8YQ9LPPV,50,2021-10-28
#8PVV28U8,#8YQ9LPPV,15,2021-08-20
#8PVV28U8,#8YQ9LPPV,15,2021-10-31
#8PVV28U8,#8YQ9LPPV,50,2021-10-14
#8PVV28U8,#8YQ9LPPV,15,2021-09-18
#2JJ9Y9GLQ,#8YQ9LPPV,15,2021-09-15
#2JJ9Y9GLQ,#8YQ9LPPV,40,2021-09-12
#2JJ9Y9GLQ,#8YQ9LPPV,50,2021-10-13
#2JJ9Y9GLQ,#8YQ9LPPV,40,2021-08-15
#2JJ9Y9GLQ,#8YQ9LPPV,40,2021-09-17
#2JJ9Y9GLQ,#8YQ9LPPV,25,2021-09-08
#2JJ9Y9GLQ,#8YQ9LPPV,25,2021-09-21
#2JJ9Y9GLQ,#8YQ9LPPV,30,2021-10-07
#2JJ9Y9GLQ,#8YQ9LPPV,40,2021-08-27
#2JJ9Y9GLQ,#8YQ9LPPV,30,2021-10-08
#98G2RCCYY,#8YQ9LPPV,30,2021-08-10
#98G2RCCYY,#8YQ9LPPV,55,2021-09-02
#98G2RCCYY,#8YQ9LPPV,15,2021-11-01
#98G2RCCYY,#8YQ9LPPV,40,2021-08-29
#98G2RCCYY,#8YQ9LPPV,20,2021-09-14
#98G2RCCYY,#8YQ9LPPV,35,2021-10-08
#28GUPV8QG,#8YQ9LPPV,50,2021-08-10
#28GUPV8QG,#8YQ9LPPV,50,2021-10-05
#28GUPV8QG,#8YQ9LPPV,35,2021-09-08
#28GUPV8QG,#8YQ9LPPV,40,2021-10-27
#299JJLV8L,#8YQ9LPPV,55,2021-10-19
#299JJLV8L,#8YQ9LPPV,15,2021-09-24
#299JJLV8L,#8YQ9LPPV,55,2021-10-25
#299JJLV8L,#8YQ9LPPV,30,2021-11-07
#299JJLV8L,#8YQ9LPPV,20,2021-10-13
#299JJLV8L,#8YQ9LPPV,20,2021-09-27
#299JJLV8L,#8YQ9LPPV,25,2021-10-28
#LYYQVJ0U,#8YQ9LPPV,30,2021-10-03
#PJJURULY,#8YQ9LPPV,45,2021-10-07
#PJJURULY,#8YQ9LPPV,30,2021-09-29
#LUYCUJV2,#8YQ9LPPV,45,2021-11-05
#LUYCUJV2,#8YQ9LPPV,35,2021-11-10
#LUYCUJV2,#8YQ9LPPV,35,2021-09-17
#LUYCUJV2,#8YQ9LPPV,20,2021-08-27
#LUYCUJV2,#8YQ9LPPV,15,2021-10-29
#LUYCUJV2,#8YQ9LPPV,25,2021-09-30
#LUYCUJV2,#8YQ9LPPV,15,2021-09-25
#LUYCUJV2,#8YQ9LPPV,45,2021-08-31
#2YP2UJJ0U,#8YQ9LPPV,20,2021-08-13
#2YP2UJJ0U,#8YQ9LPPV,55,2021-10-30
#2YP2UJJ0U,#8YQ9LPPV,30,2021-11-10
#2YP2UJJ0U,#8YQ9LPPV,35,2021-08-27
#2YP2UJJ0U,#8YQ9LPPV,45,2021-10-07
#2YP2UJJ0U,#8YQ9LPPV,15,2021-08-12
#2YP2UJJ0U,#8YQ9LPPV,45,2021-10-25
#2YP2UJJ0U,#8YQ9LPPV,35,2021-08-12
#2YP2UJJ0U,#8YQ9LPPV,15,2021-09-06
#JPQPPUJ,#8YQ9LPPV,45,2021-09-22
#JPQPPUJ,#8YQ9LPPV,45,2021-08-25
#JPQPPUJ,#8YQ9LPPV,40,2021-10-02
#JPQPPUJ,#8YQ9LPPV,30,2021-09-17
#JPQPPUJ,#8YQ9LPPV,30,2021-10-29
#JPQPPUJ,#8YQ9LPPV,40,2021-10-13
#JPQPPUJ,#8YQ9LPPV,30,2021-08-25
#JPQPPUJ,#8YQ9LPPV,55,2021-08-16
#2VP8Q2PU9,#8YQ9LPPV,45,2021-11-06
#2VP8Q2PU9,#8YQ9LPPV,35,2021-08-06
#2VP8Q2PU9,#8YQ9LPPV,55,2021-09-16
#80VGYGQL,#8YQ9LPPV,55,2021-10-07
#80VGYGQL,#8YQ9LPPV,35,2021-08-31
#80VGYGQL,#8YQ9LPPV,30,2021-10-30
#2PVJQC8Y,#8YQ9LPPV,15,2021-10-12
#2PVJQC8Y,#8YQ9LPPV,20,2021-10-19
#2PVJQC8Y,#8YQ9LPPV,30,2021-08-06
#2PVJQC8Y,#8YQ9LPPV,55,2021-10-17
#2PVJQC8Y,#8YQ9LPPV,55,2021-10-18
#P89RY20Q,#8YQ9LPPV,35,2021-11-04
#P89RY20Q,#8YQ9LPPV,55,2021-10-04
#P89RY20Q,#8YQ9LPPV,20,2021-11-01
#P89RY20Q,#8YQ9LPPV,55,2021-08-25
#P89RY20Q,#8YQ9LPPV,40,2021-08-18
#P89RY20Q,#8YQ9LPPV,40,2021-10-02
#P89RY20Q,#8YQ9LPPV,25,2021-10-28
#P89RY20Q,#8YQ9LPPV,40,2021-10-04
#8UV990YU,#8YQ9LPPV,40,2021-08-07
#YPCVU2UQ,#8YQ9LPPV,40,2021-09-20
#YPCVU2UQ,#8YQ9LPPV,20,2021-10-15
#YPCVU2UQ,#8YQ9LPPV,55,2021-09-03
#YPCVU2UQ,#8YQ9LPPV,25,2021-11-06
#YPCVU2UQ,#8YQ9LPPV,30,2021-11-03
#YPCVU2UQ,#8YQ9LPPV,25,2021-08-15
#YPCVU2UQ,#8YQ9LPPV,45,2021-10-24
#L8JQ8JL2,#8YQ9LPPV,20,2021-09-25
#L8JQ8JL2,#8YQ9LPPV,15,2021-10-19
#L8JQ8JL2,#8YQ9LPPV,30,2021-08-22
#L8JQ8JL2,#8YQ9LPPV,55,2021-09-19
#L8JQ8JL2,#8YQ9LPPV,50,2021-10-22
#L8JQ8JL2,#8YQ9LPPV,45,2021-11-03
#L8JQ8JL2,#8YQ9LPPV,35,2021-10-25
#L8JQ8JL2,#8YQ9LPPV,25,2021-10-16
#L8JQ8JL2,#8YQ9LPPV,35,2021-10-07
#UUY9VG09,#8YQ9LPPV,20,2021-09-16
#UUY9VG09,#8YQ9LPPV,25,2021-09-01
#UUY9VG09,#8YQ9LPPV,25,2021-09-23
#2220RUV9Y,#8YQ9LPPV,40,2021-09-19
#YQ9QYJGP,#8YQ9LPPV,15,2021-11-10
#YQ9QYJGP,#8YQ9LPPV,40,2021-08-04
#YQ9QYJGP,#8YQ9LPPV,40,2021-10-09
#YQ9QYJGP,#8YQ9LPPV,20,2021-08-07
#YQ9QYJGP,#8YQ9LPPV,55,2021-11-01
#YQ9QYJGP,#8YQ9LPPV,30,2021-08-06
#YQ9QYJGP,#8YQ9LPPV,50,2021-10-21
#YQ9QYJGP,#8YQ9LPPV,45,2021-09-18
#9U0C0LRL9,#8YQ9LPPV,20,2021-09-12
#9U0C0LRL9,#8YQ9LPPV,40,2021-11-07
#9U0C0LRL9,#8YQ9LPPV,25,2021-08-29
#9U0C0LRL9,#8YQ9LPPV,55,2021-09-14
#9U0C0LRL9,#8YQ9LPPV,25,2021-10-23
#9U0C0LRL9,#8YQ9LPPV,40,2021-10-22
#9PVLCGVQ,#8YQ9LPPV,20,2021-10-12
#9PVLCGVQ,#8YQ9LPPV,50,2021-08-24
#9PVLCGVQ,#8YQ9LPPV,25,2021-08-14
#9PVLCGVQ,#8YQ9LPPV,40,2021-10-09
#9PVLCGVQ,#8YQ9LPPV,15,2021-10-11
#9PVLCGVQ,#8YQ9LPPV,35,2021-09-20
#9PVLCGVQ,#8YQ9LPPV,55,2021-10-02
#9PVLCGVQ,#8YQ9LPPV,30,2021-08-09
#9PVLCGVQ,#8YQ9LPPV,40,2021-10-25
#9PVLCGVQ,#8YQ9LPPV,40,2021-11-03
#9RLJ2CG8,#8YQ9LPPV,55,2021-11-07
#9RLJ2CG8,#8YQ9LPPV,55,2021-08-08
#9RLJ2CG8,#8YQ9LPPV,15,2021-09-09
#9RLJ2CG8,#8YQ9LPPV,20,2021-10-10
#9RLJ2CG8,#8YQ9LPPV,15,2021-09-25
#9RLJ2CG8,#8YQ9LPPV,45,2021-10-28
#9RLJ2CG8,#8YQ9LPPV,50,2021-10-24
#V29RYRCC,#8YQ9LPPV,30,2021-10-30
#PQGV0VCQQ,#8YQ9LPPV,45,2021-08-20
#PQGV0VCQQ,#8YQ9LPPV,35,2021-09-05
#PQGV0VCQQ,#8YQ9LPPV,15,2021-08-29
#PQGV0VCQQ,#8YQ9LPPV,35,2021-10-16
#PQGV0VCQQ,#8YQ9LPPV,25,2021-08-20
#PL0G808QU,#8YQ9LPPV,40,2021-08-08
#PL0G808QU,#8YQ9LPPV,50,2021-09-02
#9RCYRP2,#8YQ9LPPV,45,2021-11-06
#9RCYRP2,#8YQ9LPPV,15,2021-10-19
#9RCYRP2,#8YQ9LPPV,55,2021-10-14
#9RCYRP2,#8YQ9LPPV,50,2021-09-22
#98UVV0,#8YQ9LPPV,40,2021-08-16
#98UVV0,#8YQ9LPPV,15,2021-09-05
#28CGVGQQQ,#8YQ9LPPV,20,2021-08-07
#28CGVGQQQ,#8YQ9LPPV,30,2021-08-28
#28CGVGQQQ,#8YQ9LPPV,40,2021-09-01
#28CGVGQQQ,#8YQ9LPPV,50,2021-10-17
#Y2PULV0LV,#8YQ9LPPV,40,2021-10-30
#8LULYQ82Q,#9LP9VCJ8,45,2021-11-02
#8LULYQ82Q,#9LP9VCJ8,55,2021-09-05
#8LULYQ82Q,#9LP9VCJ8,25,2021-09-19
#8LULYQ82Q,#9LP9VCJ8,30,2021-10-26
#8LULYQ82Q,#9LP9VCJ8,40,2021-09-24
#8LULYQ82Q,#9LP9VCJ8,25,2021-10-21
#8LULYQ82Q,#9LP9VCJ8,25,2021-09-21
#8LULYQ82Q,#9LP9VCJ8,30,2021-09-23
#8982292LY,#9LP9VCJ8,45,2021-08-05
#8982292LY,#9LP9VCJ8,55,2021-10-15
#8982292LY,#9LP9VCJ8,15,2021-08-06
#8982292LY,#9LP9VCJ8,25,2021-11-06
#8982292LY,#9LP9VCJ8,25,2021-09-26
#8982292LY,#9LP9VCJ8,15,2021-10-06
#P0RR0VQLC,#9LP9VCJ8,35,2021-10-23
#P0RR0VQLC,#9LP9VCJ8,20,2021-08-19
#P0RR0VQLC,#9LP9VCJ8,35,2021-08-21
#P0RR0VQLC,#9LP9VCJ8,45,2021-10-21
#P0RR0VQLC,#9LP9VCJ8,25,2021-10-09
#P0RR0VQLC,#9LP9VCJ8,30,2021-08-09
#P0RR0VQLC,#9LP9VCJ8,15,2021-08-15
#P0RR0VQLC,#9LP9VCJ8,40,2021-10-19
#P0RR0VQLC,#9LP9VCJ8,30,2021-08-29
#P0RR0VQLC,#9LP9VCJ8,50,2021-08-27
#99UVLULJY,#9LP9VCJ8,15,2021-08-27
#99UVLULJY,#9LP9VCJ8,50,2021-11-09
#99UVLULJY,#9LP9VCJ8,35,2021-10-19
#99UVLULJY,#9LP9VCJ8,50,2021-10-30
#99UVLULJY,#9LP9VCJ8,15,2021-09-04
#99UVLULJY,#9LP9VCJ8,40,2021-10-25
#99UVLULJY,#9LP9VCJ8,20,2021-10-04
#99UVLULJY,#9LP9VCJ8,50,2021-08-23
#PC9JLQR,#9LP9VCJ8,15,2021-11-05
#PC9JLQR,#9LP9VCJ8,25,2021-10-04
#PC9JLQR,#9LP9VCJ8,40,2021-08-24
#PC9JLQR,#9LP9VCJ8,45,2021-11-05
#PC9JLQR,#9LP9VCJ8,40,2021-09-13
#PC9JLQR,#9LP9VCJ8,20,2021-09-04
#PC9JLQR,#9LP9VCJ8,35,2021-10-02
#222VRRYJ,#9LP9VCJ8,50,2021-10-30
#222VRRYJ,#9LP9VCJ8,35,2021-10-12
