id,sender,receiver,text,date,answer
710,#J9URJR90,#PV2G9U2L,"I regret that I should leave this world without again beholding him.,",2020-08-23,956
711,#9089JPLQ,#PV2G9U2L,Quote,2021-08-28,469
712,#9Q90P0Y0,#2CQQVQCU,"What-what the hell is a gigawatt?,",2021-11-12,
713,#RRCUL00,#QCJ0J9UP,"Lorraine. My density has brought me to you.,",2021-01-11,139
714,#20JV0JLGQ,#Y0QR0Y2U,"Damn fine coffee! And hot!,",2021-11-26,790
715,#80LPYLGC,#PPCLCJG9,"Great Scott!,",2021-05-02,525
716,#RQCUUP2,#L0QPV,"I look foul and feel fair.,",2021-10-14,861
717,#P89RY20Q,#L0YJ02YL,Do you want to know what the ultimate secret is? Laura did. The secret of knowing who killed you.,2021-02-12,504
718,#2CQG98PP0,#9QY9JG09,There's nothing quite like urinating in the open air.,2021-05-15,234
719,#P29YGR98,#8YLJ8UL2,"Mudhole? Slimy? My home this is!,",2020-11-30,
720,#2JUP20J9,#PV2G9U2L,"Through the Force, things you will see. Other places. The future - the past. Old friends long gone.,",2021-06-09,378
721,#2VRYG0GQJ,#9LP9VCJ8,"Cooper, you may be fearless in this world, but there are other worlds.",2021-05-04,
722,#2J08RPLQ8,#8LGRYC,"Scram, McFly. I'm cuttin' in.,",2020-12-01,615
723,#9P2JPCY9U,#9QY9JG09,"I don't think they even heard me.,",2021-01-07,
724,#2YP2UJJ0U,#PJY9PP98,"I wish I could go with you.,",2021-06-13,
725,#CGJ8JRCR,#28V2QQ9C,"No, get out of town. My mom thinks I'm going camping with the guys. Look, Jennifer, my mother would freak out if she knew I was going out with you, and I'd get the standard lecture about how she never did that kind of stuff when she was a kid. I mean, look, I think the woman was born a nun.,",2021-06-20,
726,#G0YYJGG,#28V2QQ9C,"Now I may be an idiot, but there’s one thing I am not sir, and that sir, is an idiot.,",2021-05-20,
727,#2U0JJQQYY,#8LGRYC,"""Yes, a Jedi’s strength flows from the Force. But beware of the dark side. Anger, fear, aggression; the dark side of the Force are they. Easily they flow, quick to join you in a fight. If once you start down the dark path, forever will it dominate your destiny, consume you it will, as it did Obi-Wan’s apprentice.,""",2021-07-09,858
728,#CGLRRPYL,#8LGRYC,"Even the smallest person can change the course of the future.,",2021-12-03,
729,#CJYP2PV2,#8VUVGPVC,"One! Two! Three!,",2021-09-08,883
730,#LURU9JU,#8YLJ8UL2,"That is why you fail.,",2021-10-25,171
731,#P0VC8PJR,#VQCQQJP,"Hey, come on. I had to change. Do you think I'm going back in that-that zoot suit? The old man really came through. It worked!,",2020-09-12,481
732,#YGU8Q29Q,#8VUVGPVC,"Look, you're not gonna be picking a fight, Dad... Dad-Dad-Daddy-O.,",2021-05-20,
733,#20RGU0LG0,#9CCJ2R02,"Clear your mind must be, if you are to find the villains behind this plot.,",2021-11-07,
734,#99GJ9LC0P,#VQCQQJP,"For he gave it up in the end of his own accord: an important point. No,,",2020-12-28,
735,#V0QCQUCL,#Y0QR0Y2U,"Pain, suffering, death I feel. Something terrible has happened. Young Skywalker is in pain. Terrible pain,",2021-07-05,772
736,#L8U8RC8G,#8YQ9LPPV,"There are no heroes...in life, the monsters win.,",2021-05-28,
737,#R2UYQ9898,#8YQ9LPPV,"Look, I'm just not ready to ask Lorraine out to the dance, and not you, or anybody else on this planet is gonna make me change my mind.,",2020-09-16,
738,#UCRG8GGL,#PJY9PP98,"Calvin? Wh... Why do you keep calling me Calvin?,",2021-04-03,
739,#2CQVC0899,#P0LLG9RG,"Take that, you mutated son of a bitch!,",2021-11-01,698
740,#8UYC22989,#L0YJ02YL,"Sing, all ye children of the West,",2021-03-25,668
741,#9Q8UCU0Q0,#8LGRYC,She's dead... Wrapped in plastic.,2021-07-17,69
742,#PL0G808QU,#L0YJ02YL,"Hey, you! Get your damn hands off her!,",2021-04-11,179
743,#L82V9VVC,#Y0QR0Y2U,"You will soon be well, if I do not talk you to death.,",2021-08-17,
744,#2GPURRRCG,#QCJ0J9UP,"Wait a minute. Wait a minute, Doc. Ah... Are you telling me that you built a time machine... out of a DeLorean?,",2020-11-17,884
745,#8CC9G99PG,#8YLJ8UL2,"I noticed your band is on the roster for the dance auditions after school today. Why even bother, McFly? You don't have a chance. You're too much like your old man. No McFly ever amounted to anything in the history of Hill Valley!,",2021-06-10,
746,#9CRJ0YUVL,#9QY9JG09,J'ai une âme solitaire.,2020-09-08,24
747,#LQ9J02P,#8YLJ8UL2,"Power is a curious thing. Who lives, Who dies. Power resides where men believe it resides. It is a trick, A shadow on the wall.,",2021-08-07,
748,#8982QVPQV,#9CCJ2R02,"Real names tell you the story of the things they belong to,",2020-08-17,
749,#U98PGQP8,#L0QPV,"The North remembers.,",2020-11-24,
750,#29UJ9Q99,#9LP9VCJ8,"Amazing. One second of a stranger's voice on a phone, and you've got full Bollywood.,",2020-10-25,649
751,#LVRUV8YV,#Y0QR0Y2U,"Difficult to see. Always in motion is the future...,",2021-10-23,380
752,#P98828PU,#2CQQVQCU,"Deeds will not be less valiant because they are unpraised.,",2021-03-11,
753,#22UCVR0CL,#L0QPV,"Ah, Jesus Christ! Jesus Christ, Doc, you disintegrated Einstein!,",2021-05-20,943
754,#92RUJ8LPP,#9QY9JG09,"I've never seen purple underwear before!,",2020-08-25,
755,#9Q8UCU0Q0,#L0QPV,"Stand tall, boy. Have some respect for yourself. Don't you know, if you let people walk over you now, they'll be walking over you for the rest of your life. Look at me. You think I'm gonna spend the rest of my life in this slop house?,",2021-07-09,
756,#28JUC89JV,#9GUCJRL0,"Summer will end soon enough, and childhood as well.,",2021-07-22,
757,#UVL9V8RV,#Y0QR0Y2U,"Hey, hey, listen, guys... Look, I don't wanna mess with no reefer addicts, okay?,",2021-10-15,
758,#UP2Q8RR0,#L0QPV,"Happy.,",2021-01-16,303
759,#9VQQ99Y8,#P0LLG9RG,"Cooper, you may be fearless in this world, but there are other worlds.",2021-05-16,
760,#2UCLC88U,#PJY9PP98,"Good relations with the Wookiees, I have.,",2021-01-18,
761,#RYRGV0CY,#8YQ9LPPV,"Does nobody understand?,",2021-10-14,608
762,#9RCYRP2,#8YLJ8UL2,"...and all the stars flowered in the sky.,",2021-05-23,
763,#8P00CJGY,#9QY9JG09,"Goodnight, my darlings, I'll see you tomorrow.,",2021-01-18,850
764,#R99YPV2Y,#8VUVGPVC,"For he gave it up in the end of his own accord: an important point. No,,",2021-11-10,548
765,#P8YLG882L,#9LP9VCJ8,"Hey, Biff, get a load of this guy's life preserver. Dork thinks he's gonna drown.,",2021-05-06,917
766,#8GP2YJCL9,#L0YJ02YL,"Look, you're not gonna be picking a fight, Dad... Dad-Dad-Daddy-O.,",2021-01-16,632
767,#2CVLVGVRL,#9QY9JG09,"Feel the force!,",2021-02-15,
768,#9UVJP08QR,#9GUCJRL0,"Reckless he is. Matters are worse.,",2020-10-30,50
769,#90VLUCGVG,#PPCLCJG9,"Hey, Biff, get a load of this guy's life preserver. Dork thinks he's gonna drown.,",2021-08-31,
770,#299JJLV8L,#PJY9PP98,"The things I do for love.,",2021-04-06,808
771,#PCVRVLJCU,#8VUVGPVC,"But where the warg howls, there also the orc prowls. - Aragorn,",2020-11-25,
772,#LQJUP2VUG,#9GUCJRL0,"Okay, thank you. That's enough. Hold it now. Hold it. Hold it, fellas. I'm afraid you're just too darn loud. Next, please. Bring in the next group, please.,",2021-10-27,
773,#20YGVQR0R,#28V2QQ9C,"Even the smallest person can change the course of the future.,",2021-06-22,687
774,#9Y9Y80,#9G2PVP0R,"I don't keep water in my pockets.,",2021-06-17,965
775,#9CJP9GRY,#28V2QQ9C,"Crazy drunk driver.,",2021-05-14,
776,#YG2UVPPRQ,#9CCJ2R02,"All's well that ends better.,",2021-07-27,719
777,#GLLCVJJP,#P0LLG9RG,"Windom Earle's mind is like a diamond. It's cold, and hard, and brilliant.",2021-05-03,
778,#92V2VRCVQ,#P0LLG9RG,"So you're my Uncle Joey. Better get used to these bars, kid.,",2020-09-05,981
779,#2GQVLYV0U,#9QY9JG09,"Ah, Jesus Christ! Jesus Christ, Doc, you disintegrated Einstein!,",2021-08-13,756
780,#9RCYRP2,#QCJ0J9UP,"Moonlight drowns out all but the brightest stars.,",2021-03-05,749
781,#2QCPVQC0Y,#8YQ9LPPV,"Truly wonderful, the mind of a child is.,",2020-08-17,568
782,#YJ2LJU2CR,#2CQQVQCU,"Happy.,",2020-11-20,437
783,#92RUJ8LPP,#9GUCJRL0,"It has been a pleasure speaking to you.,",2021-06-06,601
784,#YC0JJ2PV,#L0QPV,"Once you’ve accepted your flaws, no one can use them against you.,",2020-11-05,855
785,#988RL92U,#L0QPV,"You will find only what you bring in.,",2020-08-27,200
786,#QPR2LQ02,#28V2QQ9C,"Not if anything to say about it I have,",2021-06-30,7
787,#LU8RUR,#L0YJ02YL,"He's a Peeping Tom!,",2021-08-30,849
788,#8PVV28U8,#9CCJ2R02,"I love you.,",2021-01-14,420
789,#Y8G9CU2LV,#8YQ9LPPV,"Since you're new here, I-I'm gonna cut you a break, today. So, why don't you make like a tree and get outta here?,",2021-11-16,103
790,#P2CYJ0VU,#8YQ9LPPV,"Radiation suit? Of course. 'Cause of all the fallout from the atomic wars.,",2020-08-29,382
791,#889982CQY,#8VUVGPVC,Do you want to know what the ultimate secret is? Laura did. The secret of knowing who killed you.,2020-11-05,369
792,#U2QP29R9,#8YQ9LPPV,"Power is a curious thing. Who lives, Who dies. Power resides where men believe it resides. It is a trick, A shadow on the wall.,",2021-09-22,61
793,#82UCYLQG,#8VUVGPVC,"Ow, ow, OW! On my ear you are!,",2020-10-08,919
794,#8QYYRUUC9,#VQCQQJP,"The wolf that one hears is worse than the orc that one fears. - Boromir,",2021-02-20,690
795,#QYVJGPJY,#L0YJ02YL,"Moonlight drowns out all but the brightest stars.,",2021-08-19,427
796,#YVJQQLPPR,#QCJ0J9UP,"Ah, Jesus Christ! Jesus Christ, Doc, you disintegrated Einstein!,",2020-10-23,
797,#QUJR89R,#8VUVGPVC,"A lion doesn't concern itself with the opinion of sheep.,",2020-10-30,761
798,#9YYCUUYRP,#P0LLG9RG,"Hurrah for anarchy! This is the happiest moment of my life.,",2020-09-15,230
799,#2JUPU0LPV,#9QY9JG09,"It’s Peanut Butter Jelly Time.,",2021-07-21,201
800,#9RQ8YRYQL,#L0QPV,"It's already mutated into human form! Shoot it!,",2020-12-21,
801,#2GPURRRCG,#Y0QR0Y2U,"Strong is Vader. Mind what you have learned. Save you it can.,",2020-12-10,
802,#8YPURJVLP,#L0QPV,"You really think I ought to swear?,",2021-03-22,991
803,#PJY90J9VL,#9GUCJRL0,"Always two there are, no more, no less. A master and an apprentice.,",2021-11-20,930
804,#CGJ8JRCR,#QCJ0J9UP,"...as young and as ancient as Spring....,",2021-05-25,
805,#PRCV0JUU,#9G2PVP0R,"Audrey, there are many cures for a broken heart. But nothing quite like a trout's leap in the moonlight.,",2021-12-03,982
806,#2PJ988U2,#Y0QR0Y2U,"That was the best ice-cream soda I ever tasted.,",2021-04-28,741
807,#CYRL0RY2,#2CQQVQCU,"That's Strickland. Jesus, didn't that guy ever have hair?,",2021-11-06,661
808,#P8C8JRV,#28V2QQ9C,"It's the job that's never started as takes longest to finish.,",2021-10-03,452
809,#9VY020RQV,#9GUCJRL0,"Look! There's a rhythmic ceremonial ritual coming up.,",2021-08-14,480
810,#9U22V0P,#PPCLCJG9,"Sing, all ye children of the West,",2021-03-12,168
811,#9289JQPV9,#8YQ9LPPV,"Give me honorable enemies rather than ambitious ones, and I'll sleep more easily by night.,",2021-03-17,581
812,#20P8LJPU9,#28V2QQ9C,"Take that, you mutated son of a bitch!,",2021-08-23,938
813,#8GG92RQUG,#L0QPV,"I regret that I should leave this world without again beholding him.,",2020-09-26,448
814,#90YPUVL2,#9CCJ2R02,"Moonlight drowns out all but the brightest stars.,",2021-02-05,
815,#CJCR98C,#8VUVGPVC,"Take that, you mutated son of a bitch!,",2020-09-09,610
816,#LURU9JU,#8VUVGPVC,"Look, you're not gonna be picking a fight, Dad... Dad-Dad-Daddy-O.,",2020-08-10,182
817,#89LY9LU2Y,#9CCJ2R02,"Roads? Where we're going, we don't need roads.,",2021-10-01,
818,#82VJQ22VQ,#9G2PVP0R,"Always two there are, no more, no less. A master and an apprentice.,",2021-09-03,837
819,#GLLCVJJP,#QCJ0J9UP,"I am confound.,",2020-12-28,238
820,#2J9PJCCJ,#8VUVGPVC,"Summer will end soon enough, and childhood as well.,",2020-12-26,261
821,#YYJUJUQG,#9G2PVP0R,"The world is indeed full of peril and in it there are many dark places.,",2021-02-04,722
822,#C9C0R0V8,#L0QPV,"In winter here no heart could mourn for summer or for spring.,",2020-10-20,
823,#8P2CR00L,#9LP9VCJ8,"I don't think they even heard me.,",2021-01-26,979
824,#80U2Q9C9Q,#8YLJ8UL2,"Don't worry. As long as you hit that wire with the connecting hook at precisely 88 miles per hour, the instant the lightning strikes the tower... everything will be fine.,",2021-07-13,652
825,#9UQPRG0RU,#8YQ9LPPV,"Save the clock tower!,",2021-08-18,837
826,#8P9JYRLL,#8LGRYC,"He's an absolute dream!,",2020-10-16,164
827,#YYRPRU82V,#PJY9PP98,"My equipment. That reminds me, Marty. You better not hook up to the amplifier. There's a slight possibility of overload.,",2021-11-05,
828,#Y0C2RQ0U,#PJY9PP98,"Next saturday night we're sending you back to the future!,",2021-03-13,629
829,#98LCG9LVP,#9QY9JG09,"Hey, Dad! George! Hey, you on the bike!,",2021-09-13,682
830,#J2PVLP8J,#2CQQVQCU,"Why couldn’t he stop talking and let them drink his health?,",2021-03-23,75
831,#2RQRQVU08,#9CCJ2R02,"Dwarves’ tongues run on when speaking of their handiwork, they say.,",2021-01-26,659
832,#R0PCJLYV8,#L0QPV,"That was the best ice-cream soda I ever tasted.,",2020-12-26,717
833,#VR29JCCG,#8VUVGPVC,"Well, I figured, what the hell?,",2020-11-19,21
834,#P8YQU9LL2,#PPCLCJG9,"Silence, Earthling. My name is Darth Vader. I am an extraterrestrial from the planet Vulcan!,",2021-08-27,156
835,#2VUJQQVGR,#L0QPV,"Perfect! My experiment worked! They're all exactly 25 minutes slow!,",2021-06-27,361
836,#88JVUCJ,#PPCLCJG9,Do you want to know what the ultimate secret is? Laura did. The secret of knowing who killed you.,2021-12-06,791
837,#J8QU0QYP,#9QY9JG09,Do you want to know what the ultimate secret is? Laura did. The secret of knowing who killed you.,2020-12-28,212
838,#2VLC20U9V,#9GUCJRL0,"People in love can overcome anything.,",2021-07-13,
839,#QGV9QLGY,#8YLJ8UL2,"Real names tell you the story of the things they belong to,",2021-09-12,954
840,#2L2QGJQQ,#L0QPV,"Truly wonderful, the mind of a child is.,",2021-05-30,303
841,#GCVVV8YR,#PJY9PP98,"That is why you fail.,",2021-02-05,196
842,#9U0C0LRL9,#PPCLCJG9,"Harry, is that bag smiling?,",2020-08-04,467
843,#JP9JVC9Y,#8LGRYC,Black as midnight on a moonless night.,2020-10-04,205
844,#LRYQU2V,#9CCJ2R02,"Hello? Hello? Anybody home? Huh? Think, McFly. Think! I gotta have time to get them retyped. Do you realize what would happen if I hand in my reports in your handwriting? I'll get fired. You wouldn't want that to happen, would ya? Would ya?,",2020-09-15,
845,#892P2JPGY,#8VUVGPVC,"Adventure. Excitement. A Jedi craves not these things.,",2021-03-22,
846,#82L2VCV8,#8YQ9LPPV,"In winter here no heart could mourn for summer or for spring.,",2021-05-17,416
847,#C2QCRP0J,#9CCJ2R02,"...and all the stars flowered in the sky.,",2021-07-23,
848,#LURU9JU,#9GUCJRL0,"A hunted man sometimes wearies of distrust and longs for friendship.,",2021-09-06,92
849,#PL02LR2,#8LGRYC,"Wait a minute. Wait a minute, Doc. Ah... Are you telling me that you built a time machine... out of a DeLorean?,",2021-06-20,14
850,#98G8PYUQ2,#2CQQVQCU,"I don't think they even heard me.,",2021-04-15,95
851,#2GRUQP9VL,#PV2G9U2L,"Great Scott!,",2021-07-15,884
852,#PC99QUQ,#QCJ0J9UP,"I finally invent something that works!,",2021-04-20,97
853,#202U2J08Q,#9LP9VCJ8,"Fear cuts deeper than swords.,",2021-03-21,878
854,#8L08LCP28,#P0LLG9RG,"A degenerate, am I? Well, you are a festisio! See? I can make up words too, sister.,",2021-06-23,
855,#8YQ99CQVC,#PJY9PP98,"To the sea, to the sea! The white gulls are crying,",2021-02-22,356
856,#9PUUCCY9J,#L0QPV,"Like fire across the galaxy the Clone Wars spread. In league with the wicked Count Dooku, more and more planets slip. Against this threat, upon the Jedi Knights falls the duty to lead the newly formed army of the Republic. And as the heat of war grows, so, to, grows the prowess of one most gifted student of the Force.,",2021-03-13,935
857,#8QYYRUUC9,#28V2QQ9C,"I g-guess you guys aren't ready for that yet. But your kids are gonna love it.,",2021-08-02,
858,#2QLJPC2R0,#9GUCJRL0,"I g-guess you guys aren't ready for that yet. But your kids are gonna love it.,",2020-12-27,
859,#2PJP8LJC,#8LGRYC,You're late! Do you have no concept of time?,2021-05-01,
860,#28V9Q0,#L0QPV,You're late! Do you have no concept of time?,2021-10-31,489
861,#2Y2PPQ0JV,#QCJ0J9UP,"Joe, gag on my fat dauber.,",2020-08-17,612
862,#2JL08GY0,#9LP9VCJ8,"I had a horrible nightmare. I dreamed that I went... back in time. It was terrible.,",2021-07-31,746
863,#JQ8C0P,#9LP9VCJ8,"Sing, all ye children of the West,",2021-08-09,172
864,#9LUQPG2Y,#8VUVGPVC,"It's gonna be really hard waiting 30 years before I can talk to you about everything that's happened in the past few days. I'm really gonna miss you, Marty.,",2021-04-16,186
865,#98G8PYUQ2,#8YQ9LPPV,"The wolf that one hears is worse than the orc that one fears. - Boromir,",2021-06-03,
866,#RPRL02JQ,#Y0QR0Y2U,"At an end your rule is, and not short enough it was!,",2021-11-11,
867,#2J08RPLQ8,#28V2QQ9C,"Reckless he is. Matters are worse.,",2021-02-15,673
868,#UJVJJ0LU,#8LGRYC,"Next saturday night we're sending you back to the future!,",2020-12-02,41
869,#U298CV9U,#QCJ0J9UP,"...and all the stars flowered in the sky.,",2020-09-17,594
870,#P2CYJ0VU,#VQCQQJP,"Isn’t ‘bribe’ just another word for ‘love’?,",2021-06-13,
871,#QR8JQ8LQ,#L0YJ02YL,"Fear cuts deeper than swords.,",2020-11-09,504
872,#82UCYLQG,#9CCJ2R02,"Damn fine coffee! And hot!,",2020-09-03,628
873,#Y0C2RQ0U,#9LP9VCJ8,"The appropriate question is, 'when the hell are they?' You see, Einstein has just become the world's first time traveler! I sent him into the future. One minute into the future to be exact. And at precisely 1:21 a.m. and zero seconds, we shall catch up with him and the time machine.,",2021-04-14,799
874,#2RCPG208L,#L0QPV,"Deeds will not be less valiant because they are unpraised.,",2021-09-25,75
875,#2G8Q8RCQ8,#9GUCJRL0,"Power is a curious thing. Who lives, Who dies. Power resides where men believe it resides. It is a trick, A shadow on the wall.,",2021-01-28,578
876,#P0VC8PJR,#8YLJ8UL2,"""Through the darkness of future's past, the magician longs to see. One chants out between two worlds... """"Fire... walk with me.""""""",2020-08-28,
877,#29922Y2CJ,#9G2PVP0R,"And so he spoke, and so he spoke, that Lord of Castamere, but now the rains weep o'er his hall, with no one there to hear. Yes, now the rains weep o'er his hall, and not a soul to hear.,",2021-10-27,730
878,#9LGYYV9G,#9QY9JG09,"He's an idiot. Comes from upbringing. His parents are probably idiots, too. Lorraine, you ever have a kid who acts that way, I'll disown you.,",2020-09-27,
879,#2Q92P0P2,#9LP9VCJ8,"It's stopped.,",2021-01-28,
880,#8CC9G99PG,#L0QPV,"Do. Or do not. There is no try.,",2021-09-25,675
881,#8RYR9L2J,#L0YJ02YL,"Ah, Jesus Christ! Jesus Christ, Doc, you disintegrated Einstein!,",2020-12-20,924
882,#8YQVU90,#P0LLG9RG,"Home is behind, the world ahead,",2021-02-11,
883,#LP098UL8L,#9LP9VCJ8,"Dear Dr. Brown. On the night that I go back in time, you will be shot by terrorists. Please take whatever precautions are necessary to prevent this terrible disaster. Your friend, Marty.,",2020-09-01,
884,#8J8QCGLR,#L0YJ02YL,"Damn! I'm late for school!,",2021-07-04,272
885,#20JLQYG2U,#9GUCJRL0,"My vocabulary did this to me. Your love will let you go on…,",2020-08-17,53
886,#2P2PCQ0JL,#PPCLCJG9,"You know, this is great guys. Drinking and eating garbage. I'm glad we all took a mental health day.,",2020-10-24,
887,#RRCUL00,#8VUVGPVC,"Mudhole? Slimy? My home this is!,",2021-02-23,
888,#2UJ0RCCUQ,#Y0QR0Y2U,"For he gave it up in the end of his own accord: an important point. No,,",2021-03-31,551
889,#2V20QJVR,#9CCJ2R02,"...and all the stars flowered in the sky.,",2021-08-24,279
890,#RGP2VC9P,#9GUCJRL0,"One! Two! Three!,",2021-10-23,270
891,#9Q8QUCUC,#9QY9JG09,"A hunted man sometimes wearies of distrust and longs for friendship.,",2021-02-25,162
892,#PJLCL9YUQ,#PPCLCJG9,"Ready are you? What know you of ready? For eight hundred years have I trained Jedi. My own counsel will I keep on who is to be trained. A Jedi must have the deepest commitment, the most serious mind. This one a long time have I watched. All his life has he looked away - to the future, to the horizon. Never his mind on where he was. Hmm? What he was doing. Hmph. Adventure. Heh. Excitement. Heh. A Jedi craves not these things. You are reckless.,",2021-02-04,48
893,#2CVLVGVRL,#VQCQQJP,"Reckless he is. Matters are worse.,",2021-07-14,715
894,#9Q8UCU0Q0,#9CCJ2R02,"Tape Seinfeld for me.,",2020-12-22,
895,#C8U9GRVY,#2CQQVQCU,"I've never seen purple underwear before!,",2021-10-12,45
896,#GQPRJCUU,#28V2QQ9C,"Strike the tent.,",2020-08-09,
897,#99V99R2PV,#8LGRYC,"...as young and as ancient as Spring....,",2021-08-14,7
898,#29922Y2CJ,#PJY9PP98,"We're the, uh... We're the Pinheads.,",2021-04-01,
899,#8RYYCJG20,#QCJ0J9UP,"Every day, once a day, give yourself a present.",2021-11-17,
900,#PC99QUQ,#PJY9PP98,"Go now, and die in what way seems best to you.,",2020-09-12,614
901,#8V0222YG,#P0LLG9RG,"I have your car towed all the way to your house and all you got for me is lite beer?,",2021-09-05,531
902,#PCC2V0CV2,#2CQQVQCU,"Once you’ve accepted your flaws, no one can use them against you.,",2021-10-15,951
903,#2VQQR20,#QCJ0J9UP,"Soon will I rest, yes, forever sleep. Earned it I have. Twilight is upon me, soon night must fall.,",2021-04-02,43
904,#8RRJCVQR,#9GUCJRL0,"There are no heroes...in life, the monsters win.,",2021-01-20,896
905,#YGYJ220L,#P0LLG9RG,"Okay. Time circuit's on. Flux capacitor, fluxing. Engine running. All right.,",2021-01-14,
906,#RCGPJGYQ,#Y0QR0Y2U,"Every flight begins with a fall.,",2021-11-03,229
907,#8PQ9QCPL,#9CCJ2R02,"But where the warg howls, there also the orc prowls. - Aragorn,",2020-08-01,192
908,#P2CYJ0VU,#8VUVGPVC,"Crazy drunk driver.,",2021-04-29,192
909,#LCJ92UQJ,#2CQQVQCU,"Windom Earle's mind is like a diamond. It's cold, and hard, and brilliant.",2021-02-19,447
910,#8088R0VP,#VQCQQJP,"Once you’ve accepted your flaws, no one can use them against you.,",2020-12-10,506
911,#P9L2UGPR,#9GUCJRL0,"his old life lay behind in the mists, dark adventure lay in front.,",2021-09-12,628
912,#GGVRR8V2V,#VQCQQJP,"Perfect! My experiment worked! They're all exactly 25 minutes slow!,",2021-08-27,
913,#8V2RJLUL,#VQCQQJP,"I wish I could go with you.,",2021-06-22,247
914,#2J9LPRYR,#L0YJ02YL,"You can get anything you want at Alice's restaurant.,",2021-03-29,
915,#9YYGL9GUQ,#L0YJ02YL,"No, get out of town. My mom thinks I'm going camping with the guys. Look, Jennifer, my mother would freak out if she knew I was going out with you, and I'd get the standard lecture about how she never did that kind of stuff when she was a kid. I mean, look, I think the woman was born a nun.,",2021-03-08,139
916,#JLCJCUPJ,#9G2PVP0R,"Much to learn you still have my old padawan. ... This is just the beginning!,",2021-10-05,655
917,#2JGRPU928,#PV2G9U2L,"""Through the darkness of future's past, the magician longs to see. One chants out between two worlds... """"Fire... walk with me.""""""",2020-09-12,506
918,#8PP0Y8J2,#9CCJ2R02,"Give me honorable enemies rather than ambitious ones, and I'll sleep more easily by night.,",2020-09-09,309
919,#J8QU0QYP,#9QY9JG09,"It's the job that's never started as takes longest to finish.,",2021-07-22,252
920,#8UYPP8CL9,#9GUCJRL0,"Much to learn you still have my old padawan. ... This is just the beginning!,",2021-03-05,37
921,#YGYU8Y8V,#9QY9JG09,"The wolf that one hears is worse than the orc that one fears. - Boromir,",2020-11-14,129
922,#2G8Q8RCQ8,#L0QPV,"Clear your mind must be, if you are to find the villains behind this plot.,",2021-07-04,
923,#928UL0RR,#9G2PVP0R,"Tape Seinfeld for me.,",2021-08-29,911
924,#VQ29UYYY,#L0YJ02YL,"I want to go home.,",2021-09-12,826
925,#9YGJG8LP,#9CCJ2R02,"Oh, my God. They found me. I don't know how, but they found me. Run for it, Marty!,",2020-12-11,377
926,#V29RYRCC,#8YLJ8UL2,"Marty, I'm sorry, but the only power source capable of generating 1.21 gigawatts of electricity is a bolt of lightning.,",2020-11-04,
927,#PCRRYUQ88,#8VUVGPVC,"I don't keep water in my pockets.,",2020-08-28,
928,#22Y89Q0LU,#8YLJ8UL2,"To the sea, to the sea! The white gulls are crying,",2021-02-25,788
929,#P8YLG882L,#P0LLG9RG,"Soon will I rest, yes, forever sleep. Earned it I have. Twilight is upon me, soon night must fall.,",2021-12-05,223
930,#9P2LCUPU,#PV2G9U2L,"Dear Dr. Brown. On the night that I go back in time, you will be shot by terrorists. Please take whatever precautions are necessary to prevent this terrible disaster. Your friend, Marty.,",2020-12-27,695
931,#8Q80QY,#PV2G9U2L,"Ow, ow, OW! On my ear you are!,",2020-08-28,
932,#CPQPPQ28,#9CCJ2R02,"Oh, that's Joey. He cries when we take him out so we just leave him in there.,",2021-03-16,
933,#Y0JVJL9P,#QCJ0J9UP,"No! It requires something with a little more kick...plutonium!,",2020-09-21,916
934,#22Y0PU08,#PPCLCJG9,"Biff. What a character. Always trying to get away with something. I've had to stay on top of Biff ever since high school. Although, if it wasn't for him...,",2021-11-05,
935,#GPQ2UG2Q,#VQCQQJP,"...and all the stars flowered in the sky.,",2021-09-24,
936,#98G8PYUQ2,#8VUVGPVC,"Clear your mind must be, if you are to find the villains behind this plot.,",2020-10-13,
937,#GGLRL0,#VQCQQJP,"his old life lay behind in the mists, dark adventure lay in front.,",2021-07-14,15
938,#80U2Q9C9Q,#PV2G9U2L,"Look, I'm just not ready to ask Lorraine out to the dance, and not you, or anybody else on this planet is gonna make me change my mind.,",2021-05-15,573
939,#9RR9ULL99,#Y0QR0Y2U,"The dark side clouds everything. Impossible to see the future is.,",2021-05-31,
940,#8RRVL8P,#PV2G9U2L,"Windom Earle's mind is like a diamond. It's cold, and hard, and brilliant.",2021-05-27,706
941,#892JJYVC,#PJY9PP98,"What happens to us in the future? Do we become assholes or something?,",2021-10-27,
942,#29VLJP0UC,#P0LLG9RG,"Scram, McFly. I'm cuttin' in.,",2021-04-05,32
943,#8UV990YU,#P0LLG9RG,"Ow, ow, OW! On my ear you are!,",2020-12-02,
944,#80992PGVV,#PJY9PP98,"Deeds will not be less valiant because they are unpraised.,",2020-12-11,268
945,#8QCLQQCVL,#QCJ0J9UP,"""Size matters not. Look at me. Judge me by my size, do you? Hmm? Hmm. And well you should not. For my ally is the Force, and a powerful ally it is. Life creates it, makes it grow. Its energy surrounds us and binds us. Luminous beings are we, not this crude matter. You must feel the Force around you; here, between you, me, the tree, the rock, everywhere, yes. Even between the land and the ship.,""",2021-04-13,264
946,#8PRGRYPCC,#9G2PVP0R,"Damn! I'm late for school!,",2020-11-17,
947,#2PVCG9GQ,#PV2G9U2L,"Scram, McFly. I'm cuttin' in.,",2020-09-21,551
948,#PV209YR,#PJY9PP98,She's dead... Wrapped in plastic.,2021-01-15,448
